pdbid,frame,y_true,y_pred
3arq-rosetta-0769,-1.0,6.4,7.760726
3arq-rosetta-0780,-1.0,6.4,9.280979
3arq-rosetta-0790,-1.0,6.4,8.672498
3arq-rosetta-0795,-1.0,6.4,8.293173
3arq-rosetta-0804,-1.0,6.4,8.693104
3arq-rosetta-0821,-1.0,6.4,8.181016
3arq-rosetta-0823,-1.0,6.4,7.4944777
3arq-rosetta-0840,-1.0,6.4,9.439139
3arq-rosetta-0847,-1.0,6.4,8.115989
3arq-rosetta-0857,-1.0,6.4,9.440668
3arq-rosetta-0858,-1.0,6.4,6.9992304
3arq-rosetta-0887,-1.0,6.4,9.286128
3arq-rosetta-0889,-1.0,6.4,8.1259775
3arq-rosetta-0897,-1.0,6.4,9.1381
3arq-rosetta-0901,-1.0,6.4,8.804741
3arq-rosetta-0903,-1.0,6.4,9.159511
3arq-rosetta-0931,-1.0,6.4,8.767227
3arq-rosetta-0967,-1.0,6.4,7.0586195
3arq-rosetta-0971,-1.0,6.4,9.060784
3arq-rosetta-0972,-1.0,6.4,7.42578
3arq-rosetta-0975,-1.0,6.4,9.322524
3arq-rosetta-0990,-1.0,6.4,9.584104
3aru-boltz,-1.0,3.22,5.564744
3aru-gnina-0001,-1.0,3.22,4.26276
3aru-gnina-0002,-1.0,3.22,3.8991854
3aru-gnina-0003,-1.0,3.22,4.887638
3aru-gnina-0004,-1.0,3.22,3.5204525
3aru-gnina-0005,-1.0,3.22,4.311239
3aru-gnina-0006,-1.0,3.22,4.6468983
3aru-gnina-0007,-1.0,3.22,4.6078477
3aru-gnina-0008,-1.0,3.22,3.9556177
3aru-gnina-0009,-1.0,3.22,3.859118
3aru-gnina-0010,-1.0,3.22,4.5388794
3aru-gnina-0011,-1.0,3.22,3.7773468
3aru-gnina-0012,-1.0,3.22,3.7273357
3aru-gnina-0013,-1.0,3.22,3.5433323
3aru-gnina-0014,-1.0,3.22,3.5879183
3aru-gnina-0015,-1.0,3.22,4.359732
3aru-gnina-0016,-1.0,3.22,3.9623964
3aru-gnina-0017,-1.0,3.22,4.686378
3aru-gnina-0018,-1.0,3.22,4.4313927
3aru-gnina-0019,-1.0,3.22,3.3837423
3aru-gnina-0020,-1.0,3.22,3.2703815
3aru-gnina-0021,-1.0,3.22,3.8460445
3aru-gnina-0022,-1.0,3.22,4.984536
3aru-gnina-0023,-1.0,3.22,3.4448023
3aru-gnina-0024,-1.0,3.22,3.3160195
3aru-gnina-0025,-1.0,3.22,4.5226183
3aru-gnina-0026,-1.0,3.22,4.640619
3aru-gnina-0027,-1.0,3.22,4.3430004
3aru-gnina-0028,-1.0,3.22,3.362458
3aru-gnina-0029,-1.0,3.22,3.8507433
3aru-gnina-0030,-1.0,3.22,3.60398
3aru-gnina-0031,-1.0,3.22,4.8575163
3aru-gnina-0032,-1.0,3.22,4.0706253
3aru-gnina-0033,-1.0,3.22,4.669887
3aru-gnina-0034,-1.0,3.22,4.116992
3aru-gnina-0035,-1.0,3.22,3.5606642
3aru-gnina-0036,-1.0,3.22,3.7675285
3aru-gnina-0037,-1.0,3.22,3.9114804
3aru-gnina-0038,-1.0,3.22,3.6893275
3aru-gnina-0039,-1.0,3.22,4.72305
3aru-gnina-0040,-1.0,3.22,3.598911
3aru-gnina-0041,-1.0,3.22,4.3718348
3aru-gnina-0042,-1.0,3.22,3.8813763
3aru-gnina-0043,-1.0,3.22,3.7205966
3aru-gnina-0044,-1.0,3.22,3.2682142
3aru-gnina-0045,-1.0,3.22,4.079728
3aru-gnina-0046,-1.0,3.22,4.7950296
3aru-gnina-0047,-1.0,3.22,3.5220518
3aru-gnina-0048,-1.0,3.22,3.861189
3aru-gnina-0049,-1.0,3.22,3.3600352
3aru-gnina-0050,-1.0,3.22,4.453249
3aru-gnina-0051,-1.0,3.22,3.3345938
3aru-gnina-0052,-1.0,3.22,3.974631
3aru-gnina-0053,-1.0,3.22,4.868391
3aru-gnina-0054,-1.0,3.22,3.6360962
3aru-gnina-0055,-1.0,3.22,3.7407093
3aru-gnina-0056,-1.0,3.22,3.4693925
3aru-gnina-0057,-1.0,3.22,4.385824
3aru-gnina-0058,-1.0,3.22,3.7371137
3aru-gnina-0059,-1.0,3.22,3.6473877
3aru-gnina-0060,-1.0,3.22,4.299758
3aru-gnina-0061,-1.0,3.22,4.2868257
3aru-gnina-0062,-1.0,3.22,3.4400432
3aru-gnina-0063,-1.0,3.22,3.6266172
3aru-gnina-0064,-1.0,3.22,4.047147
3aru-gnina-0065,-1.0,3.22,3.7042663
3aru-gnina-0066,-1.0,3.22,3.9087696
3aru-gnina-0067,-1.0,3.22,4.5915275
3aru-gnina-0068,-1.0,3.22,3.509797
3aru-gnina-0069,-1.0,3.22,3.6838357
3aru-gnina-0070,-1.0,3.22,3.7932243
3aru-gnina-0071,-1.0,3.22,3.845518
3aru-gnina-0072,-1.0,3.22,3.6549904
3aru-gnina-0073,-1.0,3.22,3.6395464
3aru-gnina-0074,-1.0,3.22,4.414089
3aru-gnina-0075,-1.0,3.22,4.1992865
3aru-gnina-0076,-1.0,3.22,3.852034
3aru-gnina-0077,-1.0,3.22,3.8610158
3aru-gnina-0078,-1.0,3.22,4.0848913
3aru-gnina-0079,-1.0,3.22,3.4943461
3aru-gnina-0080,-1.0,3.22,3.5946405
3aru-gnina-0081,-1.0,3.22,4.6669254
3aru-gnina-0082,-1.0,3.22,4.3771825
3aru-gnina-0083,-1.0,3.22,4.3471313
3aru-gnina-0084,-1.0,3.22,3.814755
3aru-gnina-0085,-1.0,3.22,4.276182
3aru-gnina-0086,-1.0,3.22,3.636486
3aru-gnina-0087,-1.0,3.22,4.1444907
3aru-gnina-0088,-1.0,3.22,4.4406095
3aru-gnina-0089,-1.0,3.22,5.1076164
3aru-gnina-0090,-1.0,3.22,4.0091515
3aru-gnina-0091,-1.0,3.22,3.8821118
3aru-gnina-0092,-1.0,3.22,3.3864238
3aru-gnina-0093,-1.0,3.22,4.5979247
3aru-gnina-0094,-1.0,3.22,3.921476
3aru-gnina-0095,-1.0,3.22,6.734787
3aru-gnina-0096,-1.0,3.22,3.5738597
3aru-gnina-0097,-1.0,3.22,4.166445
3aru-gnina-0098,-1.0,3.22,3.8067188
3aru-gnina-0099,-1.0,3.22,4.7859173
3aru-gnina-0100,-1.0,3.22,4.2205276
3aru-rosetta-0006,-1.0,3.22,4.5197687
3aru-rosetta-0007,-1.0,3.22,4.5358005
3aru-rosetta-0010,-1.0,3.22,4.834186
3aru-rosetta-0012,-1.0,3.22,5.6805134
3aru-rosetta-0016,-1.0,3.22,5.911005
3aru-rosetta-0022,-1.0,3.22,5.013712
3aru-rosetta-0043,-1.0,3.22,4.9370217
3aru-rosetta-0044,-1.0,3.22,5.392309
3aru-rosetta-0086,-1.0,3.22,5.5338326
3aru-rosetta-0100,-1.0,3.22,4.5440083
3aru-rosetta-0104,-1.0,3.22,4.7667384
3aru-rosetta-0117,-1.0,3.22,4.4673815
3aru-rosetta-0119,-1.0,3.22,5.2771864
3aru-rosetta-0120,-1.0,3.22,5.6322336
3aru-rosetta-0125,-1.0,3.22,5.3240595
3aru-rosetta-0127,-1.0,3.22,4.7995706
3aru-rosetta-0130,-1.0,3.22,4.6854978
3aru-rosetta-0139,-1.0,3.22,4.7799067
3aru-rosetta-0161,-1.0,3.22,6.1323
3aru-rosetta-0170,-1.0,3.22,5.9808846
3aru-rosetta-0207,-1.0,3.22,5.579857
3aru-rosetta-0218,-1.0,3.22,4.7020493
3aru-rosetta-0219,-1.0,3.22,4.8809175
3aru-rosetta-0227,-1.0,3.22,5.4762554
3aru-rosetta-0247,-1.0,3.22,5.46714
3aru-rosetta-0267,-1.0,3.22,5.452707
3aru-rosetta-0301,-1.0,3.22,5.1737385
3aru-rosetta-0309,-1.0,3.22,5.665949
3aru-rosetta-0311,-1.0,3.22,4.5537586
3aru-rosetta-0317,-1.0,3.22,4.113745
3aru-rosetta-0321,-1.0,3.22,5.2703886
3aru-rosetta-0332,-1.0,3.22,5.818259
3aru-rosetta-0345,-1.0,3.22,5.224665
3aru-rosetta-0356,-1.0,3.22,4.7894115
3aru-rosetta-0360,-1.0,3.22,4.587398
3aru-rosetta-0362,-1.0,3.22,5.8292165
3aru-rosetta-0367,-1.0,3.22,5.8242946
3aru-rosetta-0372,-1.0,3.22,4.6949005
3aru-rosetta-0378,-1.0,3.22,6.6171713
3aru-rosetta-0380,-1.0,3.22,4.937599
3aru-rosetta-0383,-1.0,3.22,4.7242613
3aru-rosetta-0387,-1.0,3.22,4.6467113
3aru-rosetta-0389,-1.0,3.22,5.3565197
3aru-rosetta-0412,-1.0,3.22,5.6124773
3aru-rosetta-0423,-1.0,3.22,4.0684767
3aru-rosetta-0431,-1.0,3.22,4.6030507
3aru-rosetta-0442,-1.0,3.22,5.2240076
3aru-rosetta-0446,-1.0,3.22,4.231542
3aru-rosetta-0454,-1.0,3.22,5.4026437
3aru-rosetta-0461,-1.0,3.22,5.3309045
3aru-rosetta-0473,-1.0,3.22,4.522415
3aru-rosetta-0474,-1.0,3.22,4.848677
3aru-rosetta-0487,-1.0,3.22,5.4001856
3aru-rosetta-0491,-1.0,3.22,5.5253005
3aru-rosetta-0509,-1.0,3.22,5.083641
3aru-rosetta-0510,-1.0,3.22,4.0204535
3aru-rosetta-0513,-1.0,3.22,4.8667235
3aru-rosetta-0522,-1.0,3.22,5.2077327
3aru-rosetta-0526,-1.0,3.22,4.488652
3aru-rosetta-0533,-1.0,3.22,5.167512
3aru-rosetta-0551,-1.0,3.22,4.149682
3aru-rosetta-0554,-1.0,3.22,4.9215946
3aru-rosetta-0558,-1.0,3.22,4.721848
3aru-rosetta-0581,-1.0,3.22,3.7605443
3aru-rosetta-0591,-1.0,3.22,5.5528665
3aru-rosetta-0615,-1.0,3.22,5.0341187
3aru-rosetta-0631,-1.0,3.22,5.132758
3aru-rosetta-0636,-1.0,3.22,4.675121
3aru-rosetta-0637,-1.0,3.22,4.9284863
3aru-rosetta-0639,-1.0,3.22,4.9056735
3aru-rosetta-0641,-1.0,3.22,4.302436
3aru-rosetta-0643,-1.0,3.22,5.530154
3aru-rosetta-0644,-1.0,3.22,4.924548
3aru-rosetta-0648,-1.0,3.22,5.4624267
3aru-rosetta-0652,-1.0,3.22,4.6295404
3aru-rosetta-0659,-1.0,3.22,5.255758
3aru-rosetta-0660,-1.0,3.22,4.837951
3aru-rosetta-0665,-1.0,3.22,5.1301804
3aru-rosetta-0687,-1.0,3.22,5.2192397
3aru-rosetta-0707,-1.0,3.22,5.2100353
3aru-rosetta-0709,-1.0,3.22,5.2021527
3aru-rosetta-0713,-1.0,3.22,5.7193336
3aru-rosetta-0724,-1.0,3.22,5.2330723
3aru-rosetta-0725,-1.0,3.22,4.870166
3aru-rosetta-0737,-1.0,3.22,4.1261854
3aru-rosetta-0752,-1.0,3.22,5.8033156
3aru-rosetta-0753,-1.0,3.22,5.3287907
3aru-rosetta-0800,-1.0,3.22,4.204543
3aru-rosetta-0832,-1.0,3.22,6.39223
3aru-rosetta-0835,-1.0,3.22,5.9242406
3aru-rosetta-0847,-1.0,3.22,4.0560646
3aru-rosetta-0909,-1.0,3.22,5.164691
3aru-rosetta-0910,-1.0,3.22,4.8784256
3aru-rosetta-0922,-1.0,3.22,6.6144414
3aru-rosetta-0938,-1.0,3.22,4.4700603
3aru-rosetta-0963,-1.0,3.22,4.344374
3aru-rosetta-0986,-1.0,3.22,5.742277
3arv-boltz,-1.0,5.64,8.171112
3arv-gnina-0001,-1.0,5.64,6.676247
3arv-gnina-0002,-1.0,5.64,6.786905
3arv-gnina-0003,-1.0,5.64,6.655611
3arv-gnina-0004,-1.0,5.64,6.7526183
3arv-gnina-0005,-1.0,5.64,6.819
3arv-gnina-0006,-1.0,5.64,6.486204
3arv-gnina-0007,-1.0,5.64,6.6520977
3arv-gnina-0008,-1.0,5.64,6.8642554
3arv-gnina-0009,-1.0,5.64,6.9966607
3arv-gnina-0010,-1.0,5.64,6.7441425
3arv-gnina-0011,-1.0,5.64,6.5114784
3arv-gnina-0012,-1.0,5.64,7.005898
3arv-gnina-0013,-1.0,5.64,6.832884
3arv-gnina-0014,-1.0,5.64,6.5693192
3arv-gnina-0015,-1.0,5.64,6.846998
3arv-gnina-0016,-1.0,5.64,6.7800574
3arv-gnina-0017,-1.0,5.64,6.696163
3arv-gnina-0018,-1.0,5.64,7.030732
3arv-gnina-0019,-1.0,5.64,6.128634
3arv-gnina-0020,-1.0,5.64,5.9849577
3arv-gnina-0021,-1.0,5.64,6.857076
3arv-gnina-0022,-1.0,5.64,6.594246
3arv-gnina-0023,-1.0,5.64,7.142679
3arv-gnina-0024,-1.0,5.64,6.5746603
3arv-gnina-0025,-1.0,5.64,6.9861193
3arv-gnina-0026,-1.0,5.64,5.802446
3arv-gnina-0027,-1.0,5.64,6.4426637
3arv-gnina-0028,-1.0,5.64,7.5747027
3arv-gnina-0029,-1.0,5.64,6.7305293
3arv-gnina-0030,-1.0,5.64,7.0082126
3arv-gnina-0031,-1.0,5.64,6.7074757
3arv-gnina-0032,-1.0,5.64,6.918361
3arv-gnina-0033,-1.0,5.64,6.3709197
3arv-gnina-0034,-1.0,5.64,7.2250185
3arv-gnina-0035,-1.0,5.64,6.5810456
3arv-gnina-0036,-1.0,5.64,7.382491
3arv-gnina-0037,-1.0,5.64,6.774997
3arv-gnina-0038,-1.0,5.64,6.9660172
3arv-gnina-0039,-1.0,5.64,6.9886
3arv-gnina-0040,-1.0,5.64,7.050746
3arv-gnina-0041,-1.0,5.64,7.0774183
3arv-gnina-0042,-1.0,5.64,6.675162
3arv-gnina-0043,-1.0,5.64,7.2551103
3arv-gnina-0044,-1.0,5.64,6.833532
3arv-gnina-0045,-1.0,5.64,6.362189
3arv-gnina-0046,-1.0,5.64,8.621703
3arv-gnina-0047,-1.0,5.64,6.7866573
3arv-gnina-0048,-1.0,5.64,6.7900324
3arv-gnina-0049,-1.0,5.64,8.645134
3arv-gnina-0050,-1.0,5.64,6.5731807
3arv-gnina-0051,-1.0,5.64,6.565572
3arv-gnina-0052,-1.0,5.64,7.155344
3arv-gnina-0053,-1.0,5.64,6.460119
3arv-gnina-0054,-1.0,5.64,6.5851254
3arv-gnina-0055,-1.0,5.64,6.805522
3arv-gnina-0056,-1.0,5.64,8.013074
3arv-gnina-0057,-1.0,5.64,8.18266
3arv-gnina-0058,-1.0,5.64,8.127678
3arv-gnina-0059,-1.0,5.64,7.629588
3arv-gnina-0060,-1.0,5.64,6.2224507
3arv-gnina-0061,-1.0,5.64,8.1951685
3arv-gnina-0062,-1.0,5.64,8.484973
3arv-gnina-0063,-1.0,5.64,6.4731975
3arv-gnina-0064,-1.0,5.64,6.9800425
3arv-gnina-0065,-1.0,5.64,6.685362
3arv-gnina-0066,-1.0,5.64,6.8503814
3arv-gnina-0067,-1.0,5.64,7.4029093
3arv-gnina-0068,-1.0,5.64,7.037377
3arv-gnina-0069,-1.0,5.64,6.1697955
3arv-gnina-0070,-1.0,5.64,7.5176706
3arv-gnina-0071,-1.0,5.64,7.5903554
3arv-gnina-0072,-1.0,5.64,6.2153726
3arv-gnina-0073,-1.0,5.64,8.401695
3arv-gnina-0074,-1.0,5.64,6.076451
3arv-gnina-0075,-1.0,5.64,6.6672482
3arv-gnina-0076,-1.0,5.64,6.959958
3arv-gnina-0077,-1.0,5.64,6.8353105
3arv-gnina-0078,-1.0,5.64,6.856123
3arv-gnina-0079,-1.0,5.64,7.1591444
3arv-gnina-0080,-1.0,5.64,7.1629043
3arv-gnina-0081,-1.0,5.64,5.914695
3arv-gnina-0082,-1.0,5.64,8.357515
3arv-gnina-0083,-1.0,5.64,7.6040707
3arv-gnina-0084,-1.0,5.64,6.786984
3arv-gnina-0085,-1.0,5.64,5.871743
3arv-gnina-0086,-1.0,5.64,6.3608556
3arv-gnina-0087,-1.0,5.64,6.649685
3arv-gnina-0088,-1.0,5.64,6.9646907
3arv-gnina-0089,-1.0,5.64,5.9980373
3arv-gnina-0090,-1.0,5.64,6.6438937
3arv-gnina-0091,-1.0,5.64,6.188621
3arv-gnina-0092,-1.0,5.64,7.112833
3arv-gnina-0093,-1.0,5.64,6.339517
3arv-gnina-0094,-1.0,5.64,6.7816687
3arv-gnina-0095,-1.0,5.64,7.230517
3arv-gnina-0096,-1.0,5.64,6.7453303
3arv-gnina-0097,-1.0,5.64,8.299985
3arv-gnina-0098,-1.0,5.64,6.678779
3arv-gnina-0099,-1.0,5.64,6.5135136
3arv-gnina-0100,-1.0,5.64,6.411222
3arv-rosetta-0007,-1.0,5.64,8.385435
3arv-rosetta-0018,-1.0,5.64,7.7385373
3arv-rosetta-0021,-1.0,5.64,7.698763
3arv-rosetta-0022,-1.0,5.64,8.006784
3arv-rosetta-0036,-1.0,5.64,7.815425
3arv-rosetta-0037,-1.0,5.64,8.079351
3arv-rosetta-0038,-1.0,5.64,8.349109
3arv-rosetta-0064,-1.0,5.64,8.308007
3arv-rosetta-0073,-1.0,5.64,7.129454
3arv-rosetta-0092,-1.0,5.64,8.158264
3arv-rosetta-0093,-1.0,5.64,7.0655513
3arv-rosetta-0110,-1.0,5.64,8.421082
3arv-rosetta-0120,-1.0,5.64,8.089714
3arv-rosetta-0129,-1.0,5.64,8.085534
3arv-rosetta-0151,-1.0,5.64,8.209115
3arv-rosetta-0170,-1.0,5.64,8.282131
3arv-rosetta-0186,-1.0,5.64,8.31398
3arv-rosetta-0194,-1.0,5.64,7.764956
3arv-rosetta-0196,-1.0,5.64,8.088308
3arv-rosetta-0200,-1.0,5.64,7.7382193
3arv-rosetta-0211,-1.0,5.64,8.460777
3arv-rosetta-0213,-1.0,5.64,7.298188
3arv-rosetta-0219,-1.0,5.64,8.039336
3arv-rosetta-0235,-1.0,5.64,8.227441
3arv-rosetta-0245,-1.0,5.64,6.626055
3arv-rosetta-0254,-1.0,5.64,7.6843886
3arv-rosetta-0269,-1.0,5.64,7.207243
3arv-rosetta-0271,-1.0,5.64,7.739649
3arv-rosetta-0276,-1.0,5.64,7.791653
3arv-rosetta-0280,-1.0,5.64,7.4293633
3arv-rosetta-0298,-1.0,5.64,8.008635
3arv-rosetta-0300,-1.0,5.64,8.380918
3arv-rosetta-0315,-1.0,5.64,8.314125
3arv-rosetta-0329,-1.0,5.64,7.18608
3arv-rosetta-0371,-1.0,5.64,7.6969786
3arv-rosetta-0374,-1.0,5.64,8.253854
3arv-rosetta-0395,-1.0,5.64,7.4027376
3arv-rosetta-0407,-1.0,5.64,7.7485843
3arv-rosetta-0409,-1.0,5.64,7.9975705
3arv-rosetta-0410,-1.0,5.64,7.1044145
3arv-rosetta-0421,-1.0,5.64,8.272988
3arv-rosetta-0436,-1.0,5.64,8.122597
3arv-rosetta-0449,-1.0,5.64,8.274533
3arv-rosetta-0468,-1.0,5.64,8.294573
3arv-rosetta-0485,-1.0,5.64,8.208697
3arv-rosetta-0490,-1.0,5.64,8.112506
3arv-rosetta-0499,-1.0,5.64,7.9385653
3arv-rosetta-0511,-1.0,5.64,7.8899884
3arv-rosetta-0517,-1.0,5.64,8.029354
3arv-rosetta-0518,-1.0,5.64,7.978708
3arv-rosetta-0543,-1.0,5.64,8.061359
3arv-rosetta-0556,-1.0,5.64,8.21038
3arv-rosetta-0564,-1.0,5.64,7.565833
3arv-rosetta-0576,-1.0,5.64,8.113183
3arv-rosetta-0578,-1.0,5.64,8.115191
3arv-rosetta-0581,-1.0,5.64,8.089799
3arv-rosetta-0583,-1.0,5.64,7.809419
3arv-rosetta-0589,-1.0,5.64,8.310966
3arv-rosetta-0597,-1.0,5.64,7.2177773
3arv-rosetta-0600,-1.0,5.64,7.443271
3arv-rosetta-0607,-1.0,5.64,8.146171
3arv-rosetta-0627,-1.0,5.64,7.8904986
3arv-rosetta-0631,-1.0,5.64,7.856492
3arv-rosetta-0640,-1.0,5.64,8.502755
3arv-rosetta-0666,-1.0,5.64,7.6610794
3arv-rosetta-0667,-1.0,5.64,7.317689
3arv-rosetta-0681,-1.0,5.64,7.9808044
3arv-rosetta-0698,-1.0,5.64,8.051663
3arv-rosetta-0717,-1.0,5.64,8.041262
3arv-rosetta-0722,-1.0,5.64,7.4803414
3arv-rosetta-0744,-1.0,5.64,8.300147
3arv-rosetta-0748,-1.0,5.64,8.278838
3arv-rosetta-0768,-1.0,5.64,8.127071
3arv-rosetta-0805,-1.0,5.64,8.060701
3arv-rosetta-0806,-1.0,5.64,8.285098
3arv-rosetta-0816,-1.0,5.64,8.249199
3arv-rosetta-0828,-1.0,5.64,7.917453
3arv-rosetta-0837,-1.0,5.64,7.2754407
3arv-rosetta-0839,-1.0,5.64,8.3680105
3arv-rosetta-0855,-1.0,5.64,8.171824
3arv-rosetta-0860,-1.0,5.64,7.5548034
3arv-rosetta-0863,-1.0,5.64,8.133775
3arv-rosetta-0879,-1.0,5.64,7.979323
3arv-rosetta-0892,-1.0,5.64,8.478973
3arv-rosetta-0900,-1.0,5.64,8.218452
3arv-rosetta-0901,-1.0,5.64,7.7959375
3arv-rosetta-0914,-1.0,5.64,8.384879
3arv-rosetta-0926,-1.0,5.64,8.043219
3arv-rosetta-0939,-1.0,5.64,7.451565
3arv-rosetta-0944,-1.0,5.64,7.755761
3arv-rosetta-0947,-1.0,5.64,7.146515
3arv-rosetta-0951,-1.0,5.64,7.47199
3arv-rosetta-0954,-1.0,5.64,8.338906
3arv-rosetta-0964,-1.0,5.64,7.2990646
3arv-rosetta-0965,-1.0,5.64,7.751043
3arv-rosetta-0969,-1.0,5.64,7.870769
3arv-rosetta-0986,-1.0,5.64,7.878752
3arv-rosetta-0990,-1.0,5.64,8.40808
3arv-rosetta-0991,-1.0,5.64,7.399616
3arv-rosetta-0999,-1.0,5.64,8.236268
3ary-boltz,-1.0,6.0,5.4344783
3ary-gnina-0001,-1.0,6.0,8.29367
3ary-gnina-0002,-1.0,6.0,7.6288342
3ary-gnina-0003,-1.0,6.0,7.419697
3ary-gnina-0004,-1.0,6.0,8.049765
3ary-gnina-0005,-1.0,6.0,5.5116167
3ary-gnina-0006,-1.0,6.0,7.827431
3ary-gnina-0007,-1.0,6.0,8.052221
3ary-gnina-0008,-1.0,6.0,8.084476
3ary-gnina-0009,-1.0,6.0,8.244275
3ary-gnina-0010,-1.0,6.0,8.5525
3ary-gnina-0011,-1.0,6.0,8.060082
3ary-gnina-0012,-1.0,6.0,7.2483788
3ary-gnina-0013,-1.0,6.0,4.5958962
3ary-gnina-0014,-1.0,6.0,6.865549
3ary-gnina-0015,-1.0,6.0,5.455811
3ary-gnina-0016,-1.0,6.0,7.7859664
3ary-gnina-0017,-1.0,6.0,8.177273
3ary-gnina-0018,-1.0,6.0,8.4781475
3ary-gnina-0019,-1.0,6.0,8.079989
3ary-gnina-0020,-1.0,6.0,6.592256
3ary-gnina-0021,-1.0,6.0,5.9832344
3ary-gnina-0022,-1.0,6.0,5.6099224
3ary-gnina-0023,-1.0,6.0,7.4777665
3ary-gnina-0024,-1.0,6.0,6.6884236
3ary-gnina-0025,-1.0,6.0,8.284703
3ary-gnina-0026,-1.0,6.0,6.756802
3ary-gnina-0027,-1.0,6.0,5.8215714
3ary-gnina-0028,-1.0,6.0,4.423272
3ary-gnina-0029,-1.0,6.0,4.714999
3ary-gnina-0030,-1.0,6.0,5.2083855
3ary-gnina-0031,-1.0,6.0,5.280972
3ary-gnina-0032,-1.0,6.0,5.403242
3ary-gnina-0033,-1.0,6.0,5.6884394
3ary-gnina-0034,-1.0,6.0,7.407864
3ary-gnina-0035,-1.0,6.0,7.854014
3ary-gnina-0036,-1.0,6.0,6.9258485
3ary-gnina-0037,-1.0,6.0,7.129009
3ary-gnina-0038,-1.0,6.0,5.4392147
3ary-gnina-0039,-1.0,6.0,6.9316087
3ary-gnina-0040,-1.0,6.0,4.7890697
3ary-gnina-0041,-1.0,6.0,5.494027
3ary-gnina-0042,-1.0,6.0,6.2614217
3ary-gnina-0043,-1.0,6.0,5.419877
3ary-gnina-0044,-1.0,6.0,8.080373
3ary-gnina-0045,-1.0,6.0,4.417498
3ary-gnina-0046,-1.0,6.0,4.8756914
3ary-gnina-0047,-1.0,6.0,4.648728
3ary-gnina-0048,-1.0,6.0,7.4734645
3ary-gnina-0049,-1.0,6.0,6.3916636
3ary-gnina-0050,-1.0,6.0,5.3516455
3ary-gnina-0051,-1.0,6.0,5.5467396
3ary-gnina-0052,-1.0,6.0,4.8213263
3ary-gnina-0053,-1.0,6.0,3.9824584
3ary-gnina-0054,-1.0,6.0,5.3465943
3ary-gnina-0055,-1.0,6.0,4.947925
3ary-gnina-0056,-1.0,6.0,7.7468643
3ary-gnina-0057,-1.0,6.0,6.6668296
3ary-gnina-0058,-1.0,6.0,4.278573
3ary-gnina-0059,-1.0,6.0,4.577721
3ary-gnina-0060,-1.0,6.0,5.541838
3ary-gnina-0061,-1.0,6.0,5.410954
3ary-gnina-0062,-1.0,6.0,4.232623
3ary-gnina-0063,-1.0,6.0,6.3407445
3ary-gnina-0064,-1.0,6.0,5.8409624
3ary-gnina-0065,-1.0,6.0,4.9980335
3ary-gnina-0066,-1.0,6.0,8.109391
3ary-gnina-0067,-1.0,6.0,6.091367
3ary-gnina-0068,-1.0,6.0,4.628524
3ary-gnina-0069,-1.0,6.0,7.797062
3ary-gnina-0070,-1.0,6.0,4.673478
3ary-gnina-0071,-1.0,6.0,5.994817
3ary-gnina-0072,-1.0,6.0,4.332444
3ary-gnina-0073,-1.0,6.0,6.0200796
3ary-gnina-0074,-1.0,6.0,4.731787
3ary-gnina-0075,-1.0,6.0,5.159346
3ary-gnina-0076,-1.0,6.0,7.5930758
3ary-gnina-0077,-1.0,6.0,4.6874
3ary-gnina-0078,-1.0,6.0,4.665353
3ary-gnina-0079,-1.0,6.0,4.953615
3ary-gnina-0080,-1.0,6.0,7.803427
3ary-gnina-0081,-1.0,6.0,4.8475046
3ary-gnina-0082,-1.0,6.0,4.8832865
3ary-gnina-0083,-1.0,6.0,8.051522
3ary-gnina-0084,-1.0,6.0,7.9526596
3ary-gnina-0085,-1.0,6.0,5.311534
3ary-gnina-0086,-1.0,6.0,4.7170877
3ary-gnina-0087,-1.0,6.0,6.5849605
3ary-gnina-0088,-1.0,6.0,3.9409857
3ary-gnina-0089,-1.0,6.0,5.776874
3ary-gnina-0090,-1.0,6.0,5.1444235
3ary-gnina-0091,-1.0,6.0,5.676133
3ary-gnina-0092,-1.0,6.0,5.3897967
3ary-gnina-0093,-1.0,6.0,4.643021
3ary-gnina-0094,-1.0,6.0,5.7596154
3ary-gnina-0095,-1.0,6.0,4.782181
3ary-gnina-0096,-1.0,6.0,5.0331154
3ary-gnina-0097,-1.0,6.0,6.9844403
3ary-gnina-0098,-1.0,6.0,5.1930294
3ary-gnina-0099,-1.0,6.0,4.7731752
3ary-gnina-0100,-1.0,6.0,4.462516
3ary-rosetta-0003,-1.0,6.0,6.133731
3ary-rosetta-0016,-1.0,6.0,6.600243
3ary-rosetta-0017,-1.0,6.0,6.4112983
3ary-rosetta-0023,-1.0,6.0,6.3219886
3ary-rosetta-0026,-1.0,6.0,6.3274508
3ary-rosetta-0039,-1.0,6.0,6.143335
3ary-rosetta-0049,-1.0,6.0,5.564889
3ary-rosetta-0051,-1.0,6.0,6.2300243
3ary-rosetta-0071,-1.0,6.0,6.3375616
3ary-rosetta-0074,-1.0,6.0,6.433
3ary-rosetta-0081,-1.0,6.0,5.555471
3ary-rosetta-0104,-1.0,6.0,5.8435855
3ary-rosetta-0105,-1.0,6.0,5.783642
3ary-rosetta-0123,-1.0,6.0,6.384134
3ary-rosetta-0135,-1.0,6.0,6.8296375
3ary-rosetta-0152,-1.0,6.0,5.4086633
3ary-rosetta-0155,-1.0,6.0,5.5732794
