name,prediction,t_total_s,model
3ejr-gnina-0043,6.511,5.5431,OnionNet-2
3ejr-gnina-0042,5.995,5.424463,OnionNet-2
3ejr-gnina-0040,6.199,6.339291,OnionNet-2
3ejr-gnina-0056,6.184,6.042239,OnionNet-2
3ejr-gnina-0058,6.449,5.784169,OnionNet-2
3ejr-gnina-0026,6.146,5.31969,OnionNet-2
3ejr-gnina-0037,7.12,5.558068,OnionNet-2
3ejr-gnina-0067,5.792999999999999,5.452662,OnionNet-2
3ejr-gnina-0027,7.024,5.729811,OnionNet-2
3ejr-gnina-0003,7.425,5.492174,OnionNet-2
3ejr-gnina-0006,7.162000000000001,5.854131,OnionNet-2
3ejr-gnina-0019,6.954,5.807344,OnionNet-2
3ejr-gnina-0065,6.247000000000001,5.721623,OnionNet-2
3ejr-gnina-0005,7.284,5.969911,OnionNet-2
3ejr-gnina-0024,7.121,5.650848,OnionNet-2
3ejr-gnina-0041,6.955,6.031752,OnionNet-2
3ejr-gnina-0045,6.476,5.655289,OnionNet-2
3ejr-gnina-0049,5.9670000000000005,5.873888,OnionNet-2
3ejr-gnina-0018,6.952999999999999,5.994101,OnionNet-2
3ejr-gnina-0054,5.954,5.508146,OnionNet-2
3ejr-gnina-0095,6.099,5.638486,OnionNet-2
3ejr-gnina-0092,6.2829999999999995,5.565637,OnionNet-2
3ejr-gnina-0047,6.877999999999999,5.546829,OnionNet-2
3ejr-rosetta-0250,5.705,6.311921,OnionNet-2
3ejr-rosetta-0687,6.431,6.301181,OnionNet-2
3ejr-rosetta-0535,5.827999999999999,6.370715,OnionNet-2
3ejr-rosetta-0270,5.492999999999999,6.266926,OnionNet-2
3ejr-rosetta-0122,5.752999999999999,6.598911,OnionNet-2
3ejr-rosetta-0533,7.265,6.310198,OnionNet-2
3ejr-rosetta-0924,5.3229999999999995,6.320544,OnionNet-2
3ejr-rosetta-0358,5.665,6.391372,OnionNet-2
3ejr-rosetta-0878,6.242000000000001,6.994262,OnionNet-2
3ejr-rosetta-0025,5.735,6.274086,OnionNet-2
3ejr-rosetta-0891,5.702999999999999,6.389737,OnionNet-2
3ejr-rosetta-0825,5.416,6.03819,OnionNet-2
3ejr-rosetta-0618,4.992,6.171459,OnionNet-2
3ejr-rosetta-0161,5.832999999999999,6.349192,OnionNet-2
3ejr-rosetta-0872,6.044,6.32873,OnionNet-2
3ejr-rosetta-0126,5.228,6.107352,OnionNet-2
3ejr-rosetta-0492,5.751,6.387146,OnionNet-2
3ejr-rosetta-0681,4.857,6.283363,OnionNet-2
3ejr-rosetta-0674,6.684,6.350309,OnionNet-2
3ejr-rosetta-0750,6.72,6.577358,OnionNet-2
3ejr-rosetta-0803,5.3870000000000005,6.203924,OnionNet-2
3ejr-rosetta-0363,5.388,6.581624,OnionNet-2
3ejr-rosetta-0425,6.776,6.589221,OnionNet-2
3ejr-rosetta-0456,4.84,6.32745,OnionNet-2
3ejr-rosetta-0860,5.069,6.115649,OnionNet-2
3ejr-rosetta-0865,5.656000000000001,6.116952,OnionNet-2
3ejr-rosetta-0515,5.459,6.52984,OnionNet-2
3ejr-rosetta-0721,5.985,6.542444,OnionNet-2
3ejr-rosetta-0847,6.143,5.873179,OnionNet-2
3ejr-rosetta-0056,5.791,6.271553,OnionNet-2
3ejr-rosetta-0976,5.496,6.392813,OnionNet-2
3ejr-rosetta-0496,5.131,6.187898,OnionNet-2
3ejr-rosetta-0105,6.047000000000001,6.155831,OnionNet-2
3ejr-rosetta-0241,5.847,6.511131,OnionNet-2
3ejr-rosetta-0283,6.04,6.354808,OnionNet-2
3ejr-rosetta-0127,6.143,6.43592,OnionNet-2
3ejr-rosetta-0061,4.591,6.175897,OnionNet-2
3ejr-rosetta-0368,6.782,6.264619,OnionNet-2
3ejr-rosetta-0180,5.58,6.577554,OnionNet-2
3ejr-rosetta-0941,6.09,6.446018,OnionNet-2
3ejr-rosetta-0884,5.796,6.459015,OnionNet-2
3ejr-rosetta-0021,5.353,6.033735,OnionNet-2
3ejr-rosetta-0366,5.047,6.275036,OnionNet-2
3ejr-rosetta-0312,5.5089999999999995,6.406662,OnionNet-2
3ejr-rosetta-0120,6.468999999999999,6.482959,OnionNet-2
3ejr-rosetta-0225,6.864,6.383527,OnionNet-2
3ejr-rosetta-0604,6.476,6.682804,OnionNet-2
3ejr-rosetta-0078,5.497000000000001,6.1789,OnionNet-2
3ejr-rosetta-0267,6.667000000000001,6.693067,OnionNet-2
3ejr-rosetta-0019,5.252999999999999,5.973216,OnionNet-2
3ejr-rosetta-0916,6.7589999999999995,6.162159,OnionNet-2
3ejr-rosetta-0320,5.111000000000001,5.887617,OnionNet-2
3ejr-rosetta-0927,6.752000000000001,6.039672,OnionNet-2
3ejr-rosetta-0512,5.183,6.434776,OnionNet-2
3ejr-rosetta-0906,5.652,6.338258,OnionNet-2
3ejr-rosetta-0266,5.261,5.991208,OnionNet-2
3ejr-rosetta-0164,6.072,6.381932,OnionNet-2
3ejr-rosetta-0954,6.822,6.417176,OnionNet-2
3ejr-rosetta-0890,6.504,6.472307,OnionNet-2
3ejr-rosetta-0443,5.526,6.39478,OnionNet-2
3ejr-rosetta-0095,5.502999999999999,6.145953,OnionNet-2
3ejr-rosetta-0330,5.29,6.195533,OnionNet-2
3ejr-rosetta-0894,5.832999999999999,6.093203,OnionNet-2
3ejr-rosetta-0993,5.046,6.449469,OnionNet-2
3ejr-rosetta-0546,6.742000000000001,6.194123,OnionNet-2
3ejr-rosetta-0357,5.237,5.961689,OnionNet-2
3ejr-rosetta-0848,6.997999999999999,6.072854,OnionNet-2
3ejr-rosetta-0396,5.277,6.158021,OnionNet-2
3ejr-rosetta-0075,5.2989999999999995,6.624534,OnionNet-2
3ejr-rosetta-0928,5.754,6.258509,OnionNet-2
3ejr-rosetta-0076,6.348,6.332748,OnionNet-2
3ejr-rosetta-0490,5.775,6.181633,OnionNet-2
3ejr-rosetta-0165,6.242999999999999,6.340807,OnionNet-2
3ejr-rosetta-0558,5.476,5.881441,OnionNet-2
3ejr-rosetta-0218,5.66,6.167877,OnionNet-2
3ejr-rosetta-0299,6.266,5.97602,OnionNet-2
3ejr-rosetta-0080,6.055,5.910274,OnionNet-2
3ejr-rosetta-0555,4.829,5.92901,OnionNet-2
3ejr-rosetta-0632,5.919,6.182243,OnionNet-2
3ejr-rosetta-0537,5.519,6.060801,OnionNet-2
3ejr-rosetta-0630,6.414,5.865311,OnionNet-2
3ejr-rosetta-0691,6.222,5.747752,OnionNet-2
3ejr-rosetta-0985,6.53,6.007347,OnionNet-2
3ejr-rosetta-0160,5.822,5.869215,OnionNet-2
3ejr-rosetta-0058,5.546,5.788755,OnionNet-2
3ejr-rosetta-0925,5.992999999999999,5.967706,OnionNet-2
3ejr-rosetta-0729,7.2589999999999995,6.427217,OnionNet-2
3ejr-rosetta-0069,6.141,6.158188,OnionNet-2
3ejr-rosetta-0112,5.252000000000001,6.244207,OnionNet-2
3ejr-rosetta-0009,5.113,5.968774,OnionNet-2
3ejr-rosetta-0539,5.4910000000000005,6.149209,OnionNet-2
3ejr-rosetta-0397,4.737,5.958442,OnionNet-2
3ejr-rosetta-0303,5.278,6.105786,OnionNet-2
3ejr-rosetta-0222,6.532,6.051636,OnionNet-2
3ejr-rosetta-0499,6.125,5.766395,OnionNet-2
3ejr-rosetta-0163,5.06,6.248731,OnionNet-2
3ejr-rosetta-0273,6.475,6.844719,OnionNet-2
3ejr-rosetta-0798,5.664,6.042612,OnionNet-2
3ejr-rosetta-0345,5.985,6.428531,OnionNet-2
3ejr-rosetta-0253,6.755,5.851749,OnionNet-2
3ejr-boltz2,6.807,5.848526,OnionNet-2
3d6q-crystal,4.093999999999999,4.199756,OnionNet-2
3d6q-gnina-0075,4.103,4.336283,OnionNet-2
3d6q-gnina-0062,4.0680000000000005,4.657529,OnionNet-2
3d6q-gnina-0076,4.474,5.638696,OnionNet-2
3d6q-gnina-0010,4.7780000000000005,4.834323,OnionNet-2
3d6q-gnina-0072,4.421,4.812799,OnionNet-2
3d6q-gnina-0012,4.872,4.508092,OnionNet-2
3d6q-gnina-0027,4.567,4.535493,OnionNet-2
3d6q-gnina-0087,4.579,4.498059,OnionNet-2
3d6q-gnina-0083,5.006,4.403823,OnionNet-2
3d6q-gnina-0099,4.399,4.548094,OnionNet-2
3d6q-gnina-0009,4.59,4.640662,OnionNet-2
3d6q-gnina-0052,4.94,4.536404,OnionNet-2
3d6q-gnina-0039,4.662,4.779513,OnionNet-2
3d6q-gnina-0033,4.098,5.405208,OnionNet-2
3d6q-gnina-0060,4.599,5.370389,OnionNet-2
3d6q-gnina-0021,5.115,5.413317,OnionNet-2
3d6q-gnina-0059,4.758,5.398343,OnionNet-2
3d6q-gnina-0038,4.669,5.520663,OnionNet-2
3d6q-gnina-0047,4.593999999999999,5.361914,OnionNet-2
3d6q-gnina-0093,4.462,4.994625,OnionNet-2
3d6q-gnina-0086,4.496,4.726432,OnionNet-2
3d6q-gnina-0030,4.05,4.727869,OnionNet-2
3d6q-gnina-0051,4.5280000000000005,4.659535,OnionNet-2
3d6q-gnina-0081,5.053999999999999,4.551556,OnionNet-2
3d6q-gnina-0040,4.5360000000000005,4.680862,OnionNet-2
3d6q-gnina-0001,4.584,4.49918,OnionNet-2
3d6q-gnina-0005,4.542,4.662345,OnionNet-2
3d6q-gnina-0020,4.59,4.656938,OnionNet-2
3d6q-gnina-0046,5.111000000000001,4.380589,OnionNet-2
3d6q-gnina-0065,4.675,4.360448,OnionNet-2
3d6q-gnina-0028,4.498,4.276233,OnionNet-2
3d6q-gnina-0057,4.712,4.533253,OnionNet-2
3d6q-gnina-0042,4.365,4.450269,OnionNet-2
3d6q-gnina-0085,4.477,4.576415,OnionNet-2
3d6q-gnina-0088,4.931,4.530642,OnionNet-2
3d6q-gnina-0011,4.355,4.600853,OnionNet-2
3d6q-gnina-0004,4.598,4.666707,OnionNet-2
3d6q-gnina-0080,4.474,4.593726,OnionNet-2
3d6q-gnina-0049,4.544,4.290178,OnionNet-2
3d6q-gnina-0055,4.332,4.587395,OnionNet-2
3d6q-gnina-0008,4.478,4.502782,OnionNet-2
3d6q-gnina-0043,4.5969999999999995,4.548476,OnionNet-2
3d6q-gnina-0006,4.659,4.498001,OnionNet-2
3d6q-gnina-0082,4.532,4.456214,OnionNet-2
3d6q-gnina-0063,4.324,4.62992,OnionNet-2
3d6q-gnina-0061,4.777,4.860172,OnionNet-2
3d6q-gnina-0067,4.263,4.763086,OnionNet-2
3d6q-gnina-0003,4.497,4.706256,OnionNet-2
3d6q-gnina-0091,4.337,4.742556,OnionNet-2
3d6q-gnina-0092,4.6819999999999995,4.604435,OnionNet-2
3d6q-gnina-0014,4.477,4.545565,OnionNet-2
3d6q-gnina-0036,4.506,4.217531,OnionNet-2
3d6q-gnina-0066,5.216,4.509002,OnionNet-2
3d6q-gnina-0022,4.1,4.69621,OnionNet-2
3d6q-gnina-0096,4.923,5.161898,OnionNet-2
3d6q-gnina-0002,4.6080000000000005,5.075247,OnionNet-2
3d6q-gnina-0100,4.632,4.906583,OnionNet-2
3d6q-gnina-0084,4.328,4.877993,OnionNet-2
3d6q-gnina-0090,4.613,4.779614,OnionNet-2
3d6q-gnina-0089,4.9319999999999995,4.604382,OnionNet-2
3d6q-gnina-0035,4.986000000000001,4.777691,OnionNet-2
3d6q-gnina-0058,4.777,4.678707,OnionNet-2
3d6q-gnina-0026,4.768,4.66615,OnionNet-2
3d6q-gnina-0074,4.962,4.517541,OnionNet-2
3d6q-gnina-0044,4.864,4.486231,OnionNet-2
3d6q-gnina-0050,4.232,4.516116,OnionNet-2
3d6q-gnina-0017,4.65,4.329462,OnionNet-2
3d6q-gnina-0013,4.8660000000000005,4.560923,OnionNet-2
3d6q-gnina-0064,4.888999999999999,4.741946,OnionNet-2
3d6q-gnina-0073,4.593,4.88204,OnionNet-2
3d6q-gnina-0018,4.4319999999999995,4.812883,OnionNet-2
3d6q-gnina-0048,4.531000000000001,4.674629,OnionNet-2
3d6q-gnina-0079,4.231,4.684327,OnionNet-2
3d6q-gnina-0071,4.592,4.732955,OnionNet-2
3d6q-gnina-0016,4.837,4.854063,OnionNet-2
3d6q-gnina-0034,4.314,4.669509,OnionNet-2
3d6q-gnina-0053,4.501,5.100054,OnionNet-2
3d6q-gnina-0095,4.934,4.815155,OnionNet-2
3d6q-gnina-0054,4.817,4.860399,OnionNet-2
3d6q-gnina-0041,4.885,4.67411,OnionNet-2
3d6q-gnina-0098,4.269,4.379229,OnionNet-2
3d6q-gnina-0025,4.527,4.908555,OnionNet-2
3d6q-gnina-0070,4.897,5.105632,OnionNet-2
3d6q-gnina-0056,4.694,5.232137,OnionNet-2
3d6q-gnina-0019,4.629,4.929134,OnionNet-2
3d6q-gnina-0015,4.6,4.747062,OnionNet-2
3d6q-gnina-0037,4.751,4.640095,OnionNet-2
3d6q-gnina-0024,4.4110000000000005,4.579239,OnionNet-2
3d6q-gnina-0094,4.998,4.704469,OnionNet-2
3d6q-gnina-0045,4.732,4.723838,OnionNet-2
3d6q-gnina-0068,4.7,4.667383,OnionNet-2
3d6q-gnina-0069,4.364,5.022584,OnionNet-2
3d6q-gnina-0097,4.792,5.720698,OnionNet-2
3d6q-gnina-0023,4.699,4.761676,OnionNet-2
3d6q-gnina-0029,4.26,4.616086,OnionNet-2
3d6q-gnina-0007,4.906000000000001,4.767531,OnionNet-2
3d6q-gnina-0031,4.874,4.665716,OnionNet-2
3d6q-gnina-0077,4.965,4.66413,OnionNet-2
3d6q-gnina-0078,4.775,4.470986,OnionNet-2
3d6q-gnina-0032,4.729,4.337013,OnionNet-2
3d6q-rosetta-0157,4.989,4.307407,OnionNet-2
3d6q-rosetta-0818,4.68,4.457501,OnionNet-2
3d6q-rosetta-0724,4.588,4.769996,OnionNet-2
3d6q-rosetta-0817,4.378,4.569593,OnionNet-2
3d6q-rosetta-0469,5.351,4.618102,OnionNet-2
3d6q-rosetta-0613,5.672999999999999,5.668216,OnionNet-2
3d6q-rosetta-0508,4.252,4.881157,OnionNet-2
3d6q-rosetta-0630,4.438,4.604349,OnionNet-2
3d6q-rosetta-0690,5.153,4.875083,OnionNet-2
3d6q-rosetta-0206,3.117,4.589608,OnionNet-2
3d6q-rosetta-0810,4.908,4.409501,OnionNet-2
3d6q-rosetta-0673,4.876,4.30773,OnionNet-2
3d6q-rosetta-0008,5.147,4.486652,OnionNet-2
3d6q-rosetta-0384,4.715,4.655404,OnionNet-2
3d6q-rosetta-0106,4.482,4.748643,OnionNet-2
3d6q-rosetta-0036,4.505,4.811857,OnionNet-2
3d6q-rosetta-0082,4.851,4.933592,OnionNet-2
3d6q-rosetta-0501,4.954,4.675623,OnionNet-2
3d6q-rosetta-0564,5.056,4.962711,OnionNet-2
3d6q-rosetta-0080,5.02,4.666703,OnionNet-2
3d6q-rosetta-0930,4.894,4.678336,OnionNet-2
3d6q-rosetta-0464,4.0489999999999995,4.703121,OnionNet-2
3d6q-rosetta-0971,5.029,4.736181,OnionNet-2
3d6q-rosetta-0587,5.013999999999999,4.79338,OnionNet-2
3d6q-rosetta-0468,4.569,4.683521,OnionNet-2
3d6q-rosetta-0375,4.982,4.82097,OnionNet-2
3d6q-rosetta-0059,4.689,4.820689,OnionNet-2
3d6q-rosetta-0229,4.894,4.718241,OnionNet-2
3d6q-rosetta-0919,4.595,4.99812,OnionNet-2
3d6q-rosetta-0050,4.246,4.790717,OnionNet-2
3d6q-rosetta-0097,5.74,4.859815,OnionNet-2
3d6q-rosetta-0383,4.89,6.123683,OnionNet-2
3d6q-rosetta-0854,4.54,5.06362,OnionNet-2
3d6q-rosetta-0111,4.541,4.874048,OnionNet-2
3d6q-rosetta-0327,4.694,4.711768,OnionNet-2
3d6q-rosetta-0831,4.7410000000000005,4.508395,OnionNet-2
3d6q-rosetta-0307,4.133,4.696828,OnionNet-2
3d6q-rosetta-0376,4.857,4.554933,OnionNet-2
3d6q-rosetta-0759,5.084,4.711966,OnionNet-2
3d6q-rosetta-0431,4.832,4.816166,OnionNet-2
3d6q-rosetta-0823,4.76,5.244116,OnionNet-2
3d6q-rosetta-0167,5.112,4.748043,OnionNet-2
3d6q-rosetta-0466,4.539,4.949328,OnionNet-2
3d6q-rosetta-0154,4.548,4.920488,OnionNet-2
3d6q-rosetta-0410,4.843999999999999,4.957129,OnionNet-2
3d6q-rosetta-0855,5.233,4.769017,OnionNet-2
3d6q-rosetta-0762,4.425,4.897413,OnionNet-2
3d6q-rosetta-0296,4.678999999999999,5.042786,OnionNet-2
3d6q-rosetta-0409,5.1339999999999995,4.815944,OnionNet-2
3d6q-rosetta-0068,5.087,5.328267,OnionNet-2
3d6q-rosetta-0346,5.0089999999999995,5.262429,OnionNet-2
3d6q-rosetta-0086,4.797,5.483343,OnionNet-2
3d6q-rosetta-0649,4.415,5.290472,OnionNet-2
3d6q-rosetta-0760,4.723,4.884367,OnionNet-2
3d6q-rosetta-0485,4.743,4.766139,OnionNet-2
3d6q-rosetta-0363,4.523,4.784557,OnionNet-2
3d6q-rosetta-0320,4.5489999999999995,4.819926,OnionNet-2
3d6q-rosetta-0313,5.164,4.955292,OnionNet-2
3d6q-rosetta-0992,5.005,4.980761,OnionNet-2
3d6q-rosetta-0298,4.705,4.937806,OnionNet-2
3d6q-rosetta-0725,4.917,4.628681,OnionNet-2
3d6q-rosetta-0572,4.753,4.952923,OnionNet-2
3d6q-rosetta-0676,5.301,4.553841,OnionNet-2
3d6q-rosetta-0663,4.829,4.621555,OnionNet-2
3d6q-rosetta-0719,5.1370000000000005,4.841009,OnionNet-2
3d6q-rosetta-0217,5.949,4.979483,OnionNet-2
3d6q-rosetta-0161,4.803999999999999,5.128935,OnionNet-2
3d6q-rosetta-0334,4.721,5.093361,OnionNet-2
3d6q-rosetta-0882,4.9239999999999995,5.029998,OnionNet-2
3d6q-rosetta-0397,5.26,4.799848,OnionNet-2
3d6q-rosetta-0053,5.081,4.921674,OnionNet-2
3d6q-rosetta-0070,4.624,4.891709,OnionNet-2
3d6q-rosetta-0224,4.809,4.956047,OnionNet-2
3d6q-rosetta-0117,4.695,4.877923,OnionNet-2
3d6q-rosetta-0776,6.013,4.78131,OnionNet-2
3d6q-rosetta-0631,4.306,4.582346,OnionNet-2
3d6q-rosetta-0643,4.265,4.766239,OnionNet-2
3d6q-rosetta-0126,4.647,5.111157,OnionNet-2
3d6q-rosetta-0576,4.731,5.086403,OnionNet-2
3d6q-rosetta-0479,5.021,4.927112,OnionNet-2
3d6q-rosetta-0215,4.471,4.506846,OnionNet-2
3d6q-rosetta-0257,4.697,4.817629,OnionNet-2
3d6q-rosetta-0225,5.831,4.91975,OnionNet-2
3d6q-rosetta-0826,5.142,4.959392,OnionNet-2
3d6q-rosetta-0403,3.752,5.038103,OnionNet-2
3d6q-rosetta-0986,4.942,4.77111,OnionNet-2
3d6q-rosetta-0693,4.873,4.783162,OnionNet-2
3d6q-rosetta-0261,3.4610000000000003,5.266819,OnionNet-2
3d6q-rosetta-0450,4.809,5.38623,OnionNet-2
3d6q-rosetta-0063,4.977,5.648723,OnionNet-2
3d6q-rosetta-0305,5.0760000000000005,5.886097,OnionNet-2
3d6q-rosetta-0230,5.581,5.253057,OnionNet-2
3d6q-rosetta-0522,4.428,4.982801,OnionNet-2
3d6q-rosetta-0255,4.574,5.403819,OnionNet-2
3d6q-boltz2,3.889,5.160128,OnionNet-2
2xj7-crystal,5.372999999999999,6.457485,OnionNet-2
2xj7-gnina-0022,4.191,5.79166,OnionNet-2
2xj7-gnina-0029,3.904,5.971764,OnionNet-2
2xj7-gnina-0085,3.947,6.02482,OnionNet-2
2xj7-gnina-0047,4.133,6.249051,OnionNet-2
2xj7-gnina-0003,3.714,6.367258,OnionNet-2
2xj7-gnina-0031,3.8480000000000003,6.182491,OnionNet-2
2xj7-gnina-0055,3.362,5.258643,OnionNet-2
2xj7-gnina-0021,3.812,5.352822,OnionNet-2
2xj7-gnina-0075,4.453,5.607302,OnionNet-2
2xj7-gnina-0073,3.42,5.718373,OnionNet-2
2xj7-gnina-0030,4.206,5.428682,OnionNet-2
2xj7-gnina-0039,3.801,5.63036,OnionNet-2
2xj7-gnina-0097,4.045,5.637437,OnionNet-2
2xj7-gnina-0037,4.611000000000001,5.423111,OnionNet-2
2xj7-gnina-0070,3.835,5.494914,OnionNet-2
2xj7-gnina-0028,4.496,5.745414,OnionNet-2
2xj7-gnina-0078,5.145,5.318388,OnionNet-2
2xj7-gnina-0083,4.493,5.48964,OnionNet-2
2xj7-gnina-0035,4.534,5.128001,OnionNet-2
2xj7-gnina-0084,3.87,5.526183,OnionNet-2
2xj7-gnina-0061,4.48,5.310911,OnionNet-2
2xj7-gnina-0071,4.382,5.227353,OnionNet-2
2xj7-gnina-0008,4.176,4.879603,OnionNet-2
2xj7-gnina-0033,3.68,5.427526,OnionNet-2
2xj7-gnina-0001,5.662999999999999,4.888219,OnionNet-2
2xj7-gnina-0059,3.7910000000000004,4.84152,OnionNet-2
2xj7-gnina-0049,3.968,5.132338,OnionNet-2
2xj7-gnina-0025,4.73,5.411613,OnionNet-2
2xj7-gnina-0041,4.4110000000000005,5.527299,OnionNet-2
2xj7-gnina-0081,4.838,5.721921,OnionNet-2
2xj7-gnina-0089,4.705,5.206331,OnionNet-2
2xj7-gnina-0087,4.324,4.966331,OnionNet-2
2xj7-gnina-0057,3.9330000000000003,5.376337,OnionNet-2
2xj7-gnina-0020,4.637,5.292633,OnionNet-2
2xj7-gnina-0091,3.9339999999999997,4.927913,OnionNet-2
2xj7-gnina-0023,3.8560000000000003,5.231197,OnionNet-2
2xj7-gnina-0032,4.077,5.434875,OnionNet-2
2xj7-gnina-0065,3.529,5.542216,OnionNet-2
2xj7-gnina-0010,3.639,5.075648,OnionNet-2
2xj7-gnina-0063,4.29,4.990135,OnionNet-2
2xj7-gnina-0027,4.008,5.097333,OnionNet-2
2xj7-gnina-0077,3.9930000000000003,5.313823,OnionNet-2
2xj7-gnina-0014,4.132,5.02421,OnionNet-2
2xj7-gnina-0040,4.184,5.028086,OnionNet-2
2xj7-gnina-0086,4.249,5.182918,OnionNet-2
2xj7-gnina-0074,4.048,4.918643,OnionNet-2
2xj7-gnina-0052,3.8339999999999996,5.185146,OnionNet-2
2xj7-gnina-0038,4.678,4.768166,OnionNet-2
2xj7-gnina-0006,4.198,4.89228,OnionNet-2
2xj7-gnina-0090,3.9930000000000003,5.154562,OnionNet-2
2xj7-gnina-0093,3.735,5.014254,OnionNet-2
2xj7-gnina-0060,4.03,4.845544,OnionNet-2
2xj7-gnina-0069,4.492,5.049293,OnionNet-2
2xj7-gnina-0034,4.497,5.506139,OnionNet-2
2xj7-gnina-0080,4.191,5.285282,OnionNet-2
2xj7-gnina-0088,4.1419999999999995,5.028779,OnionNet-2
2xj7-gnina-0067,4.301,5.738773,OnionNet-2
2xj7-gnina-0079,3.5639999999999996,5.259834,OnionNet-2
2xj7-gnina-0082,4.159,4.964933,OnionNet-2
2xj7-gnina-0092,4.072,5.42841,OnionNet-2
2xj7-gnina-0018,5.032,5.400657,OnionNet-2
2xj7-gnina-0094,4.399,5.542457,OnionNet-2
2xj7-gnina-0100,4.66,5.398865,OnionNet-2
2xj7-gnina-0076,5.008,5.446903,OnionNet-2
2xj7-gnina-0058,4.271,5.198822,OnionNet-2
2xj7-gnina-0026,4.537,5.484858,OnionNet-2
2xj7-gnina-0011,4.527,5.021936,OnionNet-2
2xj7-gnina-0050,3.883,4.993192,OnionNet-2
2xj7-gnina-0005,3.9939999999999998,5.379518,OnionNet-2
2xj7-gnina-0016,4.28,5.169579,OnionNet-2
2xj7-gnina-0044,4.247,5.345164,OnionNet-2
2xj7-gnina-0098,4.191,5.43675,OnionNet-2
2xj7-gnina-0017,3.8280000000000003,5.630756,OnionNet-2
2xj7-gnina-0009,3.8930000000000002,5.904581,OnionNet-2
2xj7-gnina-0045,3.986,5.11282,OnionNet-2
2xj7-gnina-0024,4.478,6.212229,OnionNet-2
2xj7-gnina-0012,3.945,5.184182,OnionNet-2
2xj7-gnina-0096,4.102,5.195107,OnionNet-2
2xj7-gnina-0099,4.599,5.382135,OnionNet-2
2xj7-gnina-0002,6.0520000000000005,5.325222,OnionNet-2
2xj7-gnina-0043,4.363,5.208432,OnionNet-2
2xj7-gnina-0066,4.263999999999999,5.485807,OnionNet-2
2xj7-gnina-0046,3.9930000000000003,5.369203,OnionNet-2
2xj7-gnina-0004,3.883,5.221558,OnionNet-2
2xj7-gnina-0051,3.7969999999999997,5.0523,OnionNet-2
2xj7-gnina-0095,3.846,4.963511,OnionNet-2
2xj7-gnina-0019,3.696,5.161045,OnionNet-2
2xj7-gnina-0062,3.957,4.948478,OnionNet-2
2xj7-gnina-0053,4.862,5.194941,OnionNet-2
2xj7-gnina-0007,4.289,5.236179,OnionNet-2
2xj7-gnina-0015,4.562,6.045575,OnionNet-2
2xj7-gnina-0042,4.401,4.907427,OnionNet-2
2xj7-gnina-0054,4.792,4.955927,OnionNet-2
2xj7-gnina-0064,4.1080000000000005,4.913599,OnionNet-2
2xj7-gnina-0013,4.298,4.909972,OnionNet-2
2xj7-gnina-0056,3.986,5.346411,OnionNet-2
2xj7-gnina-0068,3.407,5.375924,OnionNet-2
2xj7-gnina-0048,4.17,5.748306,OnionNet-2
2xj7-gnina-0072,4.562,5.570554,OnionNet-2
2xj7-gnina-0036,4.055,5.180188,OnionNet-2
2xj7-rosetta-0867,4.53,5.740837,OnionNet-2
2xj7-rosetta-0632,4.631,5.378153,OnionNet-2
2xj7-rosetta-0781,5.5089999999999995,5.738576,OnionNet-2
2xj7-rosetta-0497,4.5760000000000005,5.959402,OnionNet-2
2xj7-rosetta-0246,5.492000000000001,5.566543,OnionNet-2
2xj7-rosetta-0297,5.218999999999999,5.447411,OnionNet-2
2xj7-rosetta-0212,5.047,5.750357,OnionNet-2
2xj7-rosetta-0010,4.982,6.142436,OnionNet-2
2xj7-rosetta-0217,5.0089999999999995,5.776447,OnionNet-2
2xj7-rosetta-0836,4.91,5.905555,OnionNet-2
2xj7-rosetta-0855,5.0569999999999995,5.211345,OnionNet-2
2xj7-rosetta-0473,5.317,5.523778,OnionNet-2
2xj7-rosetta-0997,4.968999999999999,6.361216,OnionNet-2
2xj7-rosetta-0134,4.332,5.568573,OnionNet-2
2xj7-rosetta-0287,4.309,5.318465,OnionNet-2
2xj7-rosetta-0663,5.67,5.486905,OnionNet-2
2xj7-rosetta-0229,5.372000000000001,5.294464,OnionNet-2
2xj7-rosetta-0682,5.16,5.202301,OnionNet-2
2xj7-rosetta-0454,5.571000000000001,5.356654,OnionNet-2
2xj7-rosetta-0755,5.184,5.120419,OnionNet-2
2xj7-rosetta-0943,4.915,5.414356,OnionNet-2
2xj7-rosetta-0194,4.645,5.098385,OnionNet-2
2xj7-rosetta-0883,4.728,5.453072,OnionNet-2
2xj7-rosetta-0901,5.522,5.437441,OnionNet-2
2xj7-rosetta-0213,5.297999999999999,5.653901,OnionNet-2
2xj7-rosetta-0820,4.99,5.168422,OnionNet-2
2xj7-rosetta-0808,5.095,5.633168,OnionNet-2
2xj7-rosetta-0416,5.027,5.059733,OnionNet-2
2xj7-rosetta-0278,5.282,5.134348,OnionNet-2
2xj7-rosetta-0313,5.33,5.911625,OnionNet-2
2xj7-rosetta-0816,4.502,5.575477,OnionNet-2
2xj7-rosetta-0178,4.843999999999999,5.727186,OnionNet-2
2xj7-rosetta-0170,4.531000000000001,5.224556,OnionNet-2
2xj7-rosetta-0228,5.233,5.523739,OnionNet-2
2xj7-rosetta-0104,5.712000000000001,5.267664,OnionNet-2
2xj7-rosetta-0854,5.351,5.391392,OnionNet-2
2xj7-rosetta-0756,4.578,5.115021,OnionNet-2
