name,prediction,t_prep_s,t_infer_s
2al5-rosetta-0612,4.9479294,0.417998,0.084872
2al5-rosetta-0625,5.1867504,0.41298,0.084872
2al5-rosetta-0632,5.384719,0.432363,0.084872
2al5-rosetta-0654,5.223317,0.416619,0.084872
2al5-rosetta-0671,5.440318,0.422231,0.084872
2al5-rosetta-0688,5.532178,0.426267,0.084872
2al5-rosetta-0698,5.3401227,0.419563,0.084872
2al5-rosetta-0702,5.4785175,0.403739,0.084872
2al5-rosetta-0705,5.0536203,0.414847,0.084872
2al5-rosetta-0706,5.3408556,0.408569,0.08487
2al5-rosetta-0716,5.480736,0.411271,0.08487
2al5-rosetta-0717,5.540633,0.423298,0.08487
2al5-rosetta-0719,5.0969944,0.408985,0.08487
2al5-rosetta-0726,5.6986694,0.440698,0.08487
2al5-rosetta-0768,5.352743,0.416435,0.08487
2al5-rosetta-0771,5.0839424,0.41122,0.08487
2al5-rosetta-0776,5.728155,0.409106,0.08487
2al5-rosetta-0787,5.7465687,0.419281,0.08487
2al5-rosetta-0798,5.4518995,0.40803,0.08487
2al5-rosetta-0807,5.2934275,0.417934,0.08487
2al5-rosetta-0828,5.444869,0.421574,0.08487
2al5-rosetta-0835,5.251936,0.419766,0.08487
2al5-rosetta-0837,5.197755,0.424334,0.08487
2al5-rosetta-0846,5.205406,0.435603,0.08487
2al5-rosetta-0849,5.725669,0.437456,0.08487
2al5-rosetta-0850,5.397898,0.418224,0.08487
2al5-rosetta-0861,5.5222454,0.411758,0.08487
2al5-rosetta-0862,5.341522,0.417225,0.08487
2al5-rosetta-0866,5.29072,0.421758,0.08487
2al5-rosetta-0868,5.7086706,0.415591,0.084906
2al5-rosetta-0881,5.2273054,0.415715,0.084906
2al5-rosetta-0882,5.524189,0.416215,0.084906
2al5-rosetta-0891,5.39338,0.422527,0.084906
2al5-rosetta-0900,5.30354,0.414927,0.084906
2al5-rosetta-0902,5.310642,0.421482,0.084906
2al5-rosetta-0907,4.6850624,0.422862,0.084906
2al5-rosetta-0913,5.587144,0.421743,0.084906
2br1-boltz,5.9336166,0.118984,0.084906
2br1-crystal,7.8857718,0.063517,0.084906
2br1-gnina-0001,7.142123,0.141281,0.084906
2br1-gnina-0002,7.1861143,0.167395,0.084906
2br1-gnina-0003,7.135708,0.154996,0.084906
2br1-gnina-0004,7.340908,0.139803,0.084906
2br1-gnina-0005,7.0512676,0.139929,0.084906
2br1-gnina-0006,7.1124783,0.142128,0.084906
2br1-gnina-0007,7.213751,0.132402,0.084906
2br1-gnina-0008,7.0449896,0.138562,0.084906
2br1-gnina-0009,5.3033915,0.162942,0.084906
2br1-gnina-0010,7.1304226,0.137924,0.084906
2br1-gnina-0011,6.9953403,0.132043,0.084871
2br1-gnina-0012,6.936386,0.140025,0.084871
2br1-gnina-0013,6.6970215,0.132235,0.084871
2br1-gnina-0014,7.058591,0.130929,0.084871
2br1-gnina-0015,7.1015654,0.148979,0.084871
2br1-gnina-0016,6.717725,0.130813,0.084871
2br1-gnina-0017,6.7306805,0.143354,0.084871
2br1-gnina-0018,6.8873453,0.152388,0.084871
2br1-gnina-0019,7.095516,0.141901,0.084871
2br1-gnina-0020,5.379407,0.143699,0.084871
2br1-gnina-0021,7.1726866,0.1603,0.084871
2br1-gnina-0022,5.438946,0.130785,0.084871
2br1-gnina-0023,7.0302134,0.130414,0.084871
2br1-gnina-0024,6.8200893,0.141089,0.084871
2br1-gnina-0025,6.281537,0.142216,0.084871
2br1-gnina-0026,5.1628933,0.15115,0.084871
2br1-gnina-0027,6.508748,0.13228,0.084871
2br1-gnina-0028,6.4957104,0.157242,0.084871
2br1-gnina-0029,5.431753,0.167901,0.084871
2br1-gnina-0030,5.2528954,0.141471,0.084871
2br1-gnina-0031,6.824855,0.14259,0.084877
2br1-gnina-0032,5.4648714,0.140314,0.084877
2br1-gnina-0033,6.710951,0.133377,0.084877
2br1-gnina-0034,6.748884,0.141253,0.084877
2br1-gnina-0035,6.9009047,0.138773,0.084877
2br1-gnina-0036,6.6843596,0.132279,0.084877
2br1-gnina-0037,7.012042,0.129651,0.084877
2br1-gnina-0038,6.6407757,0.13229,0.084877
2br1-gnina-0039,5.411622,0.140417,0.084877
2br1-gnina-0040,7.66663,0.158821,0.084877
2br1-gnina-0041,6.976056,0.133885,0.084877
2br1-gnina-0042,5.790966,0.150866,0.084877
2br1-gnina-0043,6.5894184,0.140871,0.084877
2br1-gnina-0044,6.905525,0.145919,0.084877
2br1-gnina-0045,5.743743,0.140543,0.084877
2br1-gnina-0046,6.658469,0.172911,0.084877
2br1-gnina-0047,4.8979216,0.13897,0.084877
2br1-gnina-0048,5.787158,0.131154,0.084877
2br1-gnina-0049,6.52878,0.14253,0.084877
2br1-gnina-0050,7.303978,0.132338,0.084877
2br1-gnina-0051,5.584792,0.130736,0.084853
2br1-gnina-0052,5.7473364,0.132634,0.084853
2br1-gnina-0053,5.384551,0.129632,0.084853
2br1-gnina-0054,6.027691,0.148558,0.084853
2br1-gnina-0055,6.735654,0.157833,0.084853
2br1-gnina-0056,6.4346027,0.136881,0.084853
2br1-gnina-0057,6.6746473,0.15674,0.084853
2br1-gnina-0058,5.392894,0.141049,0.084853
2br1-gnina-0059,5.2788153,0.14167,0.084853
2br1-gnina-0060,6.8116827,0.134234,0.084853
2br1-gnina-0061,6.1264505,0.149702,0.084853
2br1-gnina-0062,7.1667356,0.13135,0.084853
2br1-gnina-0063,5.4195986,0.139027,0.084853
2br1-gnina-0064,6.0688343,0.13261,0.084853
2br1-gnina-0065,6.5887184,0.152668,0.084853
2br1-gnina-0066,8.064712,0.140299,0.084853
2br1-gnina-0067,6.7882776,0.159412,0.084853
2br1-gnina-0068,5.6265335,0.131947,0.084853
2br1-gnina-0069,7.168873,0.139515,0.084853
2br1-gnina-0070,5.9352274,0.154952,0.084853
2br1-gnina-0071,4.9000387,0.142371,0.084872
2br1-gnina-0072,5.2181287,0.131478,0.084872
2br1-gnina-0073,6.62446,0.131316,0.084872
2br1-gnina-0074,4.9784594,0.141572,0.084872
2br1-gnina-0075,6.265683,0.14977,0.084872
2br1-gnina-0076,6.513612,0.134098,0.084872
2br1-gnina-0077,5.8638983,0.132355,0.084872
2br1-gnina-0078,5.2018423,0.134746,0.084872
2br1-gnina-0079,5.124981,0.153437,0.084872
2br1-gnina-0080,6.5099173,0.139283,0.084872
2br1-gnina-0081,5.754878,0.132977,0.084872
2br1-gnina-0082,5.099473,0.149838,0.084872
2br1-gnina-0083,5.508994,0.140153,0.084872
2br1-gnina-0084,5.296279,0.140787,0.084872
2br1-gnina-0085,5.226122,0.153352,0.084872
2br1-gnina-0086,6.579337,0.153014,0.084872
2br1-gnina-0087,6.373805,0.133962,0.084872
2br1-gnina-0088,6.863429,0.131595,0.084872
2br1-gnina-0089,5.037613,0.157754,0.084872
2br1-gnina-0090,5.30048,0.133407,0.084872
2br1-gnina-0091,5.5801935,0.149899,0.084884
2br1-gnina-0092,5.626889,0.142731,0.084884
2br1-gnina-0093,5.26993,0.144432,0.084884
2br1-gnina-0094,7.23967,0.152268,0.084884
2br1-gnina-0095,6.239066,0.147052,0.084884
2br1-gnina-0096,6.8365164,0.140049,0.084884
2br1-gnina-0097,5.348144,0.151439,0.084884
2br1-gnina-0098,5.599453,0.139236,0.084884
2br1-gnina-0099,6.3011436,0.277025,0.084884
2br1-gnina-0100,5.240061,0.130613,0.084884
2br1-rosetta-0002,6.7765303,0.164322,0.084884
2br1-rosetta-0006,7.283802,0.133133,0.084884
2br1-rosetta-0019,6.747896,0.16384,0.084884
2br1-rosetta-0020,6.334546,0.132075,0.084884
2br1-rosetta-0042,7.1797,0.145669,0.084884
2br1-rosetta-0050,6.266506,0.156217,0.084884
2br1-rosetta-0059,6.62033,0.14215,0.084884
2br1-rosetta-0072,7.4341288,0.143312,0.084884
2br1-rosetta-0079,6.844393,0.161509,0.084884
2br1-rosetta-0085,6.568863,0.153085,0.084884
2br1-rosetta-0087,6.5609016,0.143086,0.08488
2br1-rosetta-0093,6.0880327,0.157207,0.08488
2br1-rosetta-0094,7.337122,0.133248,0.08488
2br1-rosetta-0099,6.9253483,0.158464,0.08488
2br1-rosetta-0111,6.3404913,0.156112,0.08488
2br1-rosetta-0112,6.554535,0.149652,0.08488
2br1-rosetta-0121,6.3528214,0.133149,0.08488
2br1-rosetta-0128,7.1596107,0.134551,0.08488
2br1-rosetta-0151,7.1064825,0.159644,0.08488
2br1-rosetta-0158,6.555032,0.151437,0.08488
2br1-rosetta-0169,6.9855547,0.142339,0.08488
2br1-rosetta-0189,6.3212214,0.1435,0.08488
2br1-rosetta-0199,6.197068,0.134694,0.08488
2br1-rosetta-0205,7.1199913,0.133452,0.08488
2br1-rosetta-0229,6.724082,0.131513,0.08488
2br1-rosetta-0239,6.583577,0.16754,0.08488
2br1-rosetta-0269,6.8725386,0.140477,0.08488
2br1-rosetta-0272,8.2710085,0.156719,0.08488
2br1-rosetta-0274,6.9666443,0.147338,0.08488
2br1-rosetta-0276,6.8812456,0.151232,0.08488
2br1-rosetta-0278,6.1307583,0.141145,0.08489
2br1-rosetta-0286,6.959749,0.164409,0.08489
2br1-rosetta-0297,7.0250263,0.145696,0.08489
2br1-rosetta-0311,6.428831,0.147869,0.08489
2br1-rosetta-0325,6.4797077,0.147601,0.08489
2br1-rosetta-0351,7.288371,0.130902,0.08489
2br1-rosetta-0354,7.0120583,0.133007,0.08489
2br1-rosetta-0361,6.4337816,0.13335,0.08489
2br1-rosetta-0367,7.07848,0.142498,0.08489
2br1-rosetta-0394,6.575445,0.150082,0.08489
2br1-rosetta-0404,7.710086,0.130839,0.08489
2br1-rosetta-0407,6.472474,0.271828,0.08489
2br1-rosetta-0421,6.3547983,0.142784,0.08489
2br1-rosetta-0428,6.388879,0.14388,0.08489
2br1-rosetta-0444,6.2801266,0.136068,0.08489
2br1-rosetta-0448,6.6578283,0.159208,0.08489
2br1-rosetta-0452,6.29093,0.173645,0.08489
2br1-rosetta-0454,6.1508884,0.142733,0.08489
2br1-rosetta-0460,6.2674723,0.1456,0.08489
2br1-rosetta-0471,6.701788,0.175145,0.08489
2br1-rosetta-0477,6.8362894,0.150315,0.084849
2br1-rosetta-0485,6.690301,0.181375,0.084849
2br1-rosetta-0507,7.289962,0.156845,0.084849
2br1-rosetta-0520,6.3426027,0.155374,0.084849
2br1-rosetta-0523,6.836076,0.132189,0.084849
2br1-rosetta-0532,7.046633,0.140678,0.084849
2br1-rosetta-0537,6.052327,0.132974,0.084849
2br1-rosetta-0566,6.7681265,0.158489,0.084849
2br1-rosetta-0569,7.198354,0.143295,0.084849
2br1-rosetta-0581,6.41998,0.149271,0.084849
2br1-rosetta-0586,6.2730417,0.153072,0.084849
2br1-rosetta-0602,6.1765842,0.131846,0.084849
2br1-rosetta-0611,5.6901636,0.147893,0.084849
2br1-rosetta-0628,7.0160294,0.147863,0.084849
2br1-rosetta-0637,7.2489233,0.175058,0.084849
2br1-rosetta-0645,6.655553,0.147875,0.084849
2br1-rosetta-0648,6.184017,0.132304,0.084849
2br1-rosetta-0664,6.530405,0.133508,0.084849
2br1-rosetta-0681,5.8336353,0.168665,0.084849
2br1-rosetta-0690,6.412861,0.151815,0.084849
2br1-rosetta-0701,7.0035114,0.13353,0.084893
2br1-rosetta-0704,7.0085783,0.157989,0.084893
2br1-rosetta-0707,6.819418,0.149567,0.084893
2br1-rosetta-0709,7.1731796,0.139829,0.084893
2br1-rosetta-0714,6.94718,0.139681,0.084893
2br1-rosetta-0734,7.0197926,0.159905,0.084893
2br1-rosetta-0757,7.0801535,0.149408,0.084893
2br1-rosetta-0760,6.5010977,0.173567,0.084893
2br1-rosetta-0791,6.335642,0.14191,0.084893
2br1-rosetta-0799,6.0227003,0.133168,0.084893
2br1-rosetta-0800,6.7280283,0.133864,0.084893
2br1-rosetta-0812,6.001416,0.132222,0.084893
2br1-rosetta-0814,6.826194,0.131823,0.084893
2br1-rosetta-0824,8.013885,0.150662,0.084893
2br1-rosetta-0832,7.3365574,0.156205,0.084893
2br1-rosetta-0840,7.39538,0.150438,0.084893
2br1-rosetta-0843,6.620447,0.145307,0.084893
2br1-rosetta-0855,5.4811077,0.170418,0.084893
2br1-rosetta-0864,6.836566,0.141773,0.084893
2br1-rosetta-0879,6.643942,0.149897,0.084893
2br1-rosetta-0891,6.670809,0.165643,0.084962
2br1-rosetta-0897,6.9227886,0.1312,0.084962
2br1-rosetta-0914,6.991105,0.13462,0.084962
2br1-rosetta-0920,7.8027763,0.155374,0.084962
2br1-rosetta-0931,6.1215057,0.140166,0.084962
2br1-rosetta-0937,6.1807213,0.130827,0.084962
2br1-rosetta-0955,6.2111483,0.144977,0.084962
2br1-rosetta-0961,5.908657,0.169747,0.084962
2br1-rosetta-0978,7.264142,0.131752,0.084962
2br1-rosetta-0998,6.449483,0.145533,0.084962
2brb-boltz,4.728861,0.087101,0.084962
2brb-crystal,7.246685,0.035472,0.084962
2brb-gnina-0001,7.421687,0.145058,0.084962
2brb-gnina-0002,7.3457203,0.183293,0.084962
2brb-gnina-0003,7.6222887,0.142759,0.084962
2brb-gnina-0004,7.8511944,0.141043,0.084962
2brb-gnina-0005,7.203558,0.152033,0.084962
2brb-gnina-0006,7.3267946,1.151515,0.084962
2brb-gnina-0007,7.379612,0.133672,0.084962
2brb-gnina-0008,6.9033194,0.153449,0.084962
2brb-gnina-0009,6.974681,0.132544,0.084916
2brb-gnina-0010,7.3531065,0.132349,0.084916
2brb-gnina-0011,6.835082,0.147395,0.084916
2brb-gnina-0012,6.5313396,0.14309,0.084916
2brb-gnina-0013,6.3600245,0.132907,0.084916
2brb-gnina-0014,7.567855,0.132578,0.084916
2brb-gnina-0015,5.63165,0.151735,0.084916
2brb-gnina-0016,6.7975273,0.143653,0.084916
2brb-gnina-0017,5.2367363,0.139786,0.084916
2brb-gnina-0018,5.5983305,0.141799,0.084916
2brb-gnina-0019,5.201476,0.134167,0.084916
2brb-gnina-0020,7.0594406,0.154396,0.084916
2brb-gnina-0021,7.418439,0.155221,0.084916
2brb-gnina-0022,7.356516,0.15645,0.084916
2brb-gnina-0023,7.054434,0.154972,0.084916
2brb-gnina-0024,7.501981,0.158601,0.084916
2brb-gnina-0025,7.3069553,0.156936,0.084916
2brb-gnina-0026,7.56618,0.144842,0.084916
2brb-gnina-0027,5.2744513,1.933669,0.084916
2brb-gnina-0028,6.453578,0.156049,0.084916
2brb-gnina-0029,5.3223658,0.156875,0.084867
2brb-gnina-0030,5.2958603,0.13246,0.084867
2brb-gnina-0031,5.276261,0.143033,0.084867
2brb-gnina-0032,6.615987,0.133787,0.084867
2brb-gnina-0033,5.328601,0.142268,0.084867
2brb-gnina-0034,7.0591917,0.132115,0.084867
2brb-gnina-0035,7.397464,0.133853,0.084867
2brb-gnina-0036,6.417817,0.145853,0.084867
2brb-gnina-0037,6.737503,0.132954,0.084867
2brb-gnina-0038,5.0404997,0.134428,0.084867
2brb-gnina-0039,5.4046097,0.153594,0.084867
2brb-gnina-0040,5.7810736,0.147484,0.084867
2brb-gnina-0041,5.053507,0.1338,0.084867
2brb-gnina-0042,5.9845886,0.13162,0.084867
2brb-gnina-0043,4.8611526,0.149074,0.084867
2brb-gnina-0044,7.055913,0.140207,0.084867
2brb-gnina-0045,5.4493217,0.150765,0.084867
2brb-gnina-0046,5.935107,0.157943,0.084867
2brb-gnina-0047,5.374861,0.154311,0.084867
2brb-gnina-0048,7.253602,0.158753,0.084867
2brb-gnina-0049,4.8666725,0.131501,0.084864
2brb-gnina-0050,7.2915735,0.141665,0.084864
2brb-gnina-0051,6.166774,0.134676,0.084864
2brb-gnina-0052,5.351707,0.141292,0.084864
2brb-gnina-0053,5.2086763,0.145789,0.084864
2brb-gnina-0054,7.3258095,0.152262,0.084864
2brb-gnina-0055,5.391386,0.146062,0.084864
2brb-gnina-0056,5.957509,0.132577,0.084864
2brb-gnina-0057,6.968834,0.143454,0.084864
2brb-gnina-0058,5.108445,0.164287,0.084864
2brb-gnina-0059,5.761034,0.132648,0.084864
2brb-gnina-0060,6.201457,0.153895,0.084864
2brb-gnina-0061,6.187031,0.135748,0.084864
2brb-gnina-0062,7.38291,0.132234,0.084864
2brb-gnina-0063,5.0370007,0.153135,0.084864
2brb-gnina-0064,7.1225157,0.159751,0.084864
2brb-gnina-0065,5.794441,0.133492,0.084864
2brb-gnina-0066,7.0301056,0.133879,0.084864
2brb-gnina-0067,5.2363625,0.131303,0.084864
2brb-gnina-0068,5.007115,0.133912,0.084864
2brb-gnina-0069,7.028903,0.140717,0.084827
2brb-gnina-0070,5.4077168,0.160519,0.084827
2brb-gnina-0071,5.4057875,0.166893,0.084827
2brb-gnina-0072,5.5830717,0.15623,0.084827
2brb-gnina-0073,5.249409,0.14249,0.084827
2brb-gnina-0074,4.973067,0.14761,0.084827
2brb-gnina-0075,5.9314775,0.14999,0.084827
2brb-gnina-0076,5.041048,0.181559,0.084827
2brb-gnina-0077,5.4308825,0.140676,0.084827
2brb-gnina-0078,5.0213394,0.13287,0.084827
2brb-gnina-0079,5.135683,0.143626,0.084827
2brb-gnina-0080,5.31021,0.153707,0.084827
2brb-gnina-0081,5.8832197,0.141902,0.084827
2brb-gnina-0082,5.201062,0.133127,0.084827
2brb-gnina-0083,5.2123613,0.154397,0.084827
2brb-gnina-0084,5.4720135,0.141472,0.084827
2brb-gnina-0085,5.5954247,0.143533,0.084827
2brb-gnina-0086,5.176319,0.157066,0.084827
2brb-gnina-0087,5.3449645,0.132482,0.084827
2brb-gnina-0088,5.5773134,0.13128,0.084827
2brb-gnina-0089,6.380992,0.14244,0.084863
2brb-gnina-0090,5.262657,0.142659,0.084863
2brb-gnina-0091,5.1880455,0.196561,0.084863
2brb-gnina-0092,4.85703,0.143217,0.084863
2brb-gnina-0093,4.941593,0.134504,0.084863
2brb-gnina-0094,5.2287645,0.144878,0.084863
2brb-gnina-0095,4.888253,0.140538,0.084863
2brb-gnina-0096,5.7239885,0.163392,0.084863
2brb-gnina-0097,6.6655416,0.134358,0.084863
2brb-gnina-0098,6.5128717,0.146342,0.084863
2brb-gnina-0099,5.146103,0.154736,0.084863
2brb-gnina-0100,5.7025805,0.143756,0.084863
2brb-rosetta-0005,6.5446005,0.153648,0.084863
2brb-rosetta-0012,7.4140253,0.155181,0.084863
2brb-rosetta-0035,6.3072557,0.146762,0.084863
2brb-rosetta-0039,6.2975807,0.166193,0.084863
2brb-rosetta-0046,6.865982,0.132615,0.084863
2brb-rosetta-0067,6.4192133,0.164761,0.084863
2brb-rosetta-0073,6.6352034,0.180699,0.084863
2brb-rosetta-0090,6.3110094,0.143753,0.084863
2brb-rosetta-0095,6.408517,0.160306,0.085858
2brb-rosetta-0117,7.2641287,0.165272,0.085858
2brb-rosetta-0119,6.9188137,0.16113,0.085858
2brb-rosetta-0120,6.514284,0.1657,0.085858
2brb-rosetta-0129,6.612749,0.143638,0.085858
2brb-rosetta-0132,6.1368656,0.147817,0.085858
2brb-rosetta-0139,6.716424,0.141606,0.085858
2brb-rosetta-0147,6.5848217,0.153652,0.085858
2brb-rosetta-0152,7.231138,0.155562,0.085858
2brb-rosetta-0173,6.6838665,0.175122,0.085858
2brb-rosetta-0174,6.1452885,0.164485,0.085858
2brb-rosetta-0185,6.9693766,0.153176,0.085858
2brb-rosetta-0204,7.0211687,0.168928,0.085858
2brb-rosetta-0210,6.6067247,0.183609,0.085858
2brb-rosetta-0213,6.7473164,0.149478,0.085858
2brb-rosetta-0215,7.4422235,0.15039,0.085858
2brb-rosetta-0225,6.676674,0.168221,0.085858
2brb-rosetta-0233,7.334036,0.135575,0.085858
2brb-rosetta-0237,6.7118845,0.136548,0.085858
2brb-rosetta-0264,7.365958,0.152988,0.085858
2brb-rosetta-0274,6.791174,0.133481,0.085111
2brb-rosetta-0282,5.699232,0.145281,0.085111
2brb-rosetta-0286,6.2879257,0.138006,0.085111
2brb-rosetta-0317,7.047249,0.133124,0.085111
2brb-rosetta-0330,6.9553585,0.148675,0.085111
2brb-rosetta-0346,6.7504807,0.154426,0.085111
2brb-rosetta-0358,6.4075546,0.149654,0.085111
2brb-rosetta-0361,6.3522367,0.1546,0.085111
2brb-rosetta-0378,6.8183355,0.149302,0.085111
2brb-rosetta-0396,6.7147293,0.143639,0.085111
2brb-rosetta-0399,7.2675905,0.159225,0.085111
2brb-rosetta-0411,6.5419636,0.15743,0.085111
2brb-rosetta-0416,6.2002945,0.144953,0.085111
2brb-rosetta-0424,6.3168974,0.16382,0.085111
2brb-rosetta-0438,6.4063206,0.148252,0.085111
2brb-rosetta-0440,6.5788603,0.133911,0.085111
2brb-rosetta-0443,6.2449713,0.145728,0.085111
2brb-rosetta-0447,6.5299273,0.133696,0.085111
2brb-rosetta-0451,6.860671,0.158949,0.085111
2brb-rosetta-0458,7.4234066,0.161104,0.085111
2brb-rosetta-0465,6.256874,0.14289,0.084884
2brb-rosetta-0466,6.27131,0.135908,0.084884
2brb-rosetta-0511,6.5104504,0.147571,0.084884
2brb-rosetta-0523,6.0171576,0.166524,0.084884
2brb-rosetta-0536,6.404645,0.149835,0.084884
2brb-rosetta-0540,6.7456007,0.132194,0.084884
2brb-rosetta-0544,6.7370205,0.151441,0.084884
2brb-rosetta-0546,7.154504,0.158865,0.084884
2brb-rosetta-0548,6.403611,0.134435,0.084884
2brb-rosetta-0555,6.395878,0.167866,0.084884
2brb-rosetta-0557,6.4133854,0.144822,0.084884
2brb-rosetta-0562,5.850363,0.183551,0.084884
2brb-rosetta-0566,6.429967,0.133915,0.084884
2brb-rosetta-0587,5.801795,0.187455,0.084884
2brb-rosetta-0588,5.940254,0.13841,0.084884
2brb-rosetta-0600,6.1996946,0.143422,0.084884
2brb-rosetta-0603,6.6985626,0.14138,0.084884
2brb-rosetta-0617,7.100651,0.169838,0.084884
2brb-rosetta-0618,6.8216505,0.154391,0.084884
2brb-rosetta-0621,6.418166,0.156617,0.084884
2brb-rosetta-0624,6.434492,0.143909,0.084886
2brb-rosetta-0628,7.3158216,0.133056,0.084886
2brb-rosetta-0646,6.425329,0.152061,0.084886
2brb-rosetta-0666,6.996482,0.169304,0.084886
2brb-rosetta-0683,6.634144,0.37007,0.084886
2brb-rosetta-0686,7.124872,0.144107,0.084886
2brb-rosetta-0692,7.159212,0.132245,0.084886
2brb-rosetta-0698,6.6026506,0.131264,0.084886
2brb-rosetta-0699,6.9093494,0.151596,0.084886
2brb-rosetta-0725,7.0688534,0.156342,0.084886
2brb-rosetta-0742,6.3768425,0.181964,0.084886
2brb-rosetta-0743,6.4422617,0.143373,0.084886
2brb-rosetta-0758,6.228073,0.146323,0.084886
2brb-rosetta-0759,6.281541,0.144871,0.084886
2brb-rosetta-0775,7.123989,0.151374,0.084886
2brb-rosetta-0783,6.18655,0.133216,0.084886
2brb-rosetta-0809,6.8881226,0.176581,0.084886
2brb-rosetta-0827,7.3721046,0.133027,0.084886
2brb-rosetta-0830,7.0299826,0.154273,0.084886
2brb-rosetta-0836,6.46793,0.145497,0.084886
2brb-rosetta-0840,6.701748,0.16259,0.084871
2brb-rosetta-0846,6.004575,0.159556,0.084871
2brb-rosetta-0876,6.1327057,0.134631,0.084871
2brb-rosetta-0905,6.709551,0.132936,0.084871
2brb-rosetta-0908,6.601609,0.133752,0.084871
2brb-rosetta-0912,6.521986,0.143765,0.084871
2brb-rosetta-0913,7.0106688,0.147276,0.084871
2brb-rosetta-0915,6.4092093,0.134862,0.084871
2brb-rosetta-0919,7.112859,0.150944,0.084871
2brb-rosetta-0942,6.199052,0.131437,0.084871
2brb-rosetta-0954,6.7363443,0.318597,0.084871
2brb-rosetta-0964,7.0325317,0.162354,0.084871
2c3i-boltz,4.9897456,0.122755,0.084871
2c3i-crystal,6.863883,0.040752,0.084871
2c3i-gnina-0001,7.428997,0.159971,0.084871
2c3i-gnina-0002,6.9521456,0.138727,0.084871
2c3i-gnina-0003,6.4239073,0.137191,0.084871
2c3i-gnina-0004,6.771288,0.148248,0.084871
2c3i-gnina-0005,6.775855,0.136698,0.084871
2c3i-gnina-0006,7.2064705,0.138411,0.084871
2c3i-gnina-0007,7.3467865,0.148408,0.084874
2c3i-gnina-0008,7.3216486,0.13784,0.084874
2c3i-gnina-0009,6.8779793,0.174745,0.084874
2c3i-gnina-0010,5.6660976,0.136138,0.084874
2c3i-gnina-0011,7.307705,0.149505,0.084874
2c3i-gnina-0012,6.6126146,0.146615,0.084874
2c3i-gnina-0013,7.3495398,0.190026,0.084874
2c3i-gnina-0014,7.069313,0.161823,0.084874
2c3i-gnina-0015,6.7769766,0.145455,0.084874
2c3i-gnina-0016,7.367695,0.136962,0.084874
2c3i-gnina-0017,6.7135925,0.15411,0.084874
2c3i-gnina-0018,5.5276356,0.13942,0.084874
2c3i-gnina-0019,6.5664434,0.148479,0.084874
2c3i-gnina-0020,7.289789,0.156893,0.084874
2c3i-gnina-0021,6.9509373,0.139121,0.084874
2c3i-gnina-0022,6.894746,0.136688,0.084874
2c3i-gnina-0023,6.8732653,0.148434,0.084874
2c3i-gnina-0024,6.875901,0.146929,0.084874
2c3i-gnina-0025,7.015444,0.138382,0.084874
2c3i-gnina-0026,7.3301935,0.15166,0.084874
2c3i-gnina-0027,6.7410536,0.146204,0.084851
2c3i-gnina-0028,7.04272,0.151936,0.084851
2c3i-gnina-0029,7.106468,0.146435,0.084851
2c3i-gnina-0030,7.068549,0.138472,0.084851
2c3i-gnina-0031,7.3838816,0.138273,0.084851
2c3i-gnina-0032,6.93725,0.154069,0.084851
2c3i-gnina-0033,6.8823214,0.136977,0.084851
2c3i-gnina-0034,7.5467196,0.145631,0.084851
2c3i-gnina-0035,7.241761,0.148659,0.084851
2c3i-gnina-0036,7.5287724,0.151867,0.084851
2c3i-gnina-0037,7.2944517,0.13854,0.084851
2c3i-gnina-0038,6.92692,0.148116,0.084851
2c3i-gnina-0039,6.269459,0.139028,0.084851
2c3i-gnina-0040,7.066064,0.14352,0.084851
2c3i-gnina-0041,6.7986765,0.137475,0.084851
2c3i-gnina-0042,6.772196,0.147482,0.084851
2c3i-gnina-0043,7.308174,0.150198,0.084851
2c3i-gnina-0044,6.3295193,0.145898,0.084851
2c3i-gnina-0045,7.3574743,0.138994,0.084851
2c3i-gnina-0046,7.2629967,0.159843,0.084851
2c3i-gnina-0047,7.408596,0.187753,0.084856
2c3i-gnina-0048,6.921233,0.138412,0.084856
2c3i-gnina-0049,7.228489,0.138225,0.084856
2c3i-gnina-0050,5.764926,0.145821,0.084856
2c3i-gnina-0051,6.844185,0.137149,0.084856
2c3i-gnina-0052,7.3245144,0.160591,0.084856
2c3i-gnina-0053,7.234727,0.167212,0.084856
2c3i-gnina-0054,7.0104704,0.156347,0.084856
2c3i-gnina-0055,6.8983755,0.147561,0.084856
2c3i-gnina-0056,7.0875483,0.161573,0.084856
2c3i-gnina-0057,5.621748,0.148381,0.084856
2c3i-gnina-0058,7.2781143,0.155403,0.084856
2c3i-gnina-0059,5.932188,0.147415,0.084856
2c3i-gnina-0060,6.7182207,0.138472,0.084856
2c3i-gnina-0061,6.041402,0.14604,0.084856
2c3i-gnina-0062,7.0920258,0.163162,0.084856
2c3i-gnina-0063,5.7527733,0.146296,0.084856
2c3i-gnina-0064,6.89627,0.137485,0.084856
2c3i-gnina-0065,6.3331957,0.151861,0.084856
2c3i-gnina-0066,7.1075296,0.158623,0.084856
2c3i-gnina-0067,6.2897844,0.137278,0.084836
2c3i-gnina-0068,6.6395807,0.155419,0.084836
2c3i-gnina-0069,5.962021,0.136397,0.084836
2c3i-gnina-0070,7.160549,0.145113,0.084836
2c3i-gnina-0071,7.329095,0.149929,0.084836
2c3i-gnina-0072,5.720374,0.163228,0.084836
2c3i-gnina-0073,5.8048706,0.146834,0.084836
