pdb_id,lig_id,prot_path,lig_path,pocket_path,gnina_archive,rosetta_archive,boltz_yaml
3F3A,TRP,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/3f3a_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/3f3a_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/3f3a_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/3f3a_boltz2.yaml
1A30,3-MER,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/1a30_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/1a30_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/1a30_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/1a30_boltz2.yaml
3IVG,FG5,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/3ivg_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/3ivg_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/3ivg_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/3ivg_boltz2.yaml
3U9Q,DKA,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/3u9q_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/3u9q_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/3u9q_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/3u9q_boltz2.yaml
3RSX,RSV,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/3rsx_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/3rsx_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/3rsx_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/3rsx_boltz2.yaml
3PXF,2AN,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3pxf/3pxf_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3pxf/3pxf_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3pxf/3pxf_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3pxf/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3pxf/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3pxf/3pxf_boltz2.yaml
2WBG,LGS,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wbg/2wbg_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wbg/2wbg_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wbg/2wbg_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wbg/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wbg/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wbg/2wbg_boltz2.yaml
3RR4,HRD,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rr4/3rr4_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rr4/3rr4_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rr4/3rr4_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rr4/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rr4/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rr4/3rr4_boltz2.yaml
4W9C,3JG,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9c/4w9c_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9c/4w9c_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9c/4w9c_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9c/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9c/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9c/4w9c_boltz2.yaml
3MSS,MS7,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3mss/3mss_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3mss/3mss_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3mss/3mss_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3mss/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3mss/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3mss/3mss_boltz2.yaml
4AGP,P51,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agp/4agp_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agp/4agp_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agp/4agp_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agp/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agp/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agp/4agp_boltz2.yaml
4MGD,27N,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mgd/4mgd_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mgd/4mgd_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mgd/4mgd_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mgd/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mgd/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mgd/4mgd_boltz2.yaml
1VSO,AT1,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1vso/1vso_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1vso/1vso_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1vso/1vso_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1vso/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1vso/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1vso/1vso_boltz2.yaml
4JXS,18U,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jxs/4jxs_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jxs/4jxs_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jxs/4jxs_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jxs/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jxs/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jxs/4jxs_boltz2.yaml
1Q8T,Y27,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8t/1q8t_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8t/1q8t_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8t/1q8t_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8t/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8t/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8t/1q8t_boltz2.yaml
3ACW,651,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3acw/3acw_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3acw/3acw_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3acw/3acw_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3acw/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3acw/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3acw/3acw_boltz2.yaml
4LZS,L46,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4lzs/4lzs_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4lzs/4lzs_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4lzs/4lzs_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4lzs/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4lzs/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4lzs/4lzs_boltz2.yaml
3R88,14F,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3r88/3r88_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3r88/3r88_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3r88/3r88_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3r88/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3r88/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3r88/3r88_boltz2.yaml
4CIW,XH2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ciw/4ciw_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ciw/4ciw_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ciw/4ciw_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ciw/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ciw/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ciw/4ciw_boltz2.yaml
2W4X,STZ,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w4x/2w4x_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w4x/2w4x_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w4x/2w4x_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w4x/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w4x/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w4x/2w4x_boltz2.yaml
2BRB,PFQ,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2brb/2brb_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2brb/2brb_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2brb/2brb_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2brb/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2brb/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2brb/2brb_boltz2.yaml
1P1Q,AMQ,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1p1q/1p1q_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1p1q/1p1q_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1p1q/1p1q_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1p1q/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1p1q/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1p1q/1p1q_boltz2.yaml
3D4Z,GIM,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3d4z/3d4z_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3d4z/3d4z_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3d4z/3d4z_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3d4z/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3d4z/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3d4z/3d4z_boltz2.yaml
1BZC,TPI,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1bzc/1bzc_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1bzc/1bzc_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1bzc/1bzc_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1bzc/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1bzc/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1bzc/1bzc_boltz2.yaml
1NC3,FMC,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc3/1nc3_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc3/1nc3_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc3/1nc3_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc3/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc3/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc3/1nc3_boltz2.yaml
4AGQ,P96,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agq/4agq_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agq/4agq_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agq/4agq_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agq/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agq/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4agq/4agq_boltz2.yaml
4W9L,3JJ,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9l/4w9l_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9l/4w9l_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9l/4w9l_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9l/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9l/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9l/4w9l_boltz2.yaml
2YGE,GDM,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2yge/2yge_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2yge/2yge_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2yge/2yge_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2yge/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2yge/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2yge/2yge_boltz2.yaml
2R9W,23C,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2r9w/2r9w_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2r9w/2r9w_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2r9w/2r9w_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2r9w/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2r9w/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2r9w/2r9w_boltz2.yaml
3GY4,PBZ,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gy4/3gy4_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gy4/3gy4_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gy4/3gy4_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gy4/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gy4/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gy4/3gy4_boltz2.yaml
3SYR,GPK,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3syr/3syr_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3syr/3syr_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3syr/3syr_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3syr/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3syr/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3syr/3syr_boltz2.yaml
3ZSO,O2N,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zso/3zso_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zso/3zso_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zso/3zso_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zso/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zso/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zso/3zso_boltz2.yaml
2BR1,PFP,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2br1/2br1_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2br1/2br1_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2br1/2br1_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2br1/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2br1/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2br1/2br1_boltz2.yaml
1S38,MAQ,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1s38/1s38_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1s38/1s38_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1s38/1s38_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1s38/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1s38/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1s38/1s38_boltz2.yaml
3B27,B2T,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3b27/3b27_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3b27/3b27_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3b27/3b27_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3b27/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3b27/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3b27/3b27_boltz2.yaml
4GKM,683,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4gkm/4gkm_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4gkm/4gkm_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4gkm/4gkm_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4gkm/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4gkm/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4gkm/4gkm_boltz2.yaml
4M0Z,M0Z,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0z/4m0z_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0z/4m0z_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0z/4m0z_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0z/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0z/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0z/4m0z_boltz2.yaml
1W4O,UA3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1w4o/1w4o_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1w4o/1w4o_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1w4o/1w4o_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1w4o/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1w4o/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1w4o/1w4o_boltz2.yaml
3UEU,DAO,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ueu/3ueu_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ueu/3ueu_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ueu/3ueu_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ueu/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ueu/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ueu/3ueu_boltz2.yaml
4IH7,1ER,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih7/4ih7_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih7/4ih7_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih7/4ih7_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih7/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih7/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih7/4ih7_boltz2.yaml
4JFS,16Z,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jfs/4jfs_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jfs/4jfs_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jfs/4jfs_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jfs/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jfs/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jfs/4jfs_boltz2.yaml
3OZS,OZS,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozs/3ozs_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozs/3ozs_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozs/3ozs_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozs/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozs/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozs/3ozs_boltz2.yaml
3BV9,6-MER,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bv9/3bv9_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bv9/3bv9_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bv9/3bv9_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bv9/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bv9/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bv9/3bv9_boltz2.yaml
1GPK,HUP,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpk/1gpk_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpk/1gpk_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpk/1gpk_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpk/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpk/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpk/1gpk_boltz2.yaml
1SYI,CPW,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1syi/1syi_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1syi/1syi_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1syi/1syi_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1syi/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1syi/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1syi/1syi_boltz2.yaml
2CBV,CGB,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2cbv/2cbv_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2cbv/2cbv_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2cbv/2cbv_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2cbv/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2cbv/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2cbv/2cbv_boltz2.yaml
1YDR,IQP,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ydr/1ydr_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ydr/1ydr_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ydr/1ydr_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ydr/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ydr/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ydr/1ydr_boltz2.yaml
4DE3,DN8,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de3/4de3_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de3/4de3_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de3/4de3_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de3/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de3/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de3/4de3_boltz2.yaml
