pdb_id,lig_id,resolution,release_year,target,prot_path,lig_path,pocket_path,source,tar_path,archive_path,score_file
1c5z,BAM,1.85,2000,4.01,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/crystal/1c5z_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/crystal/1c5z_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/crystal/1c5z_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/gnina/1c5z_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/gnina/score.sc
1c5z,BAM,1.85,2000,4.01,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/crystal/1c5z_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/crystal/1c5z_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/crystal/1c5z_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/rosetta/1c5z_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/rosetta/score.sc
1c5z,BAM,1.85,2000,4.01,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/crystal/1c5z_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/crystal/1c5z_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/crystal/1c5z_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/boltz/1c5z_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1c5z/boltz/affinity_1c5z_boltz2.json
3nq9,OCA,1.9,2010,4.03,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/crystal/3nq9_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/crystal/3nq9_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/crystal/3nq9_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/gnina/3nq9_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/gnina/score.sc
3nq9,OCA,1.9,2010,4.03,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/crystal/3nq9_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/crystal/3nq9_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/crystal/3nq9_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/rosetta/3nq9_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/rosetta/score.sc
3nq9,OCA,1.9,2010,4.03,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/crystal/3nq9_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/crystal/3nq9_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/crystal/3nq9_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/boltz/3nq9_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3nq9/boltz/affinity_3nq9_boltz2.json
2w66,HQ6,2.27,2009,4.05,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/crystal/2w66_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/crystal/2w66_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/crystal/2w66_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/gnina/2w66_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/gnina/score.sc
2w66,HQ6,2.27,2009,4.05,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/crystal/2w66_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/crystal/2w66_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/crystal/2w66_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/rosetta/2w66_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/rosetta/score.sc
2w66,HQ6,2.27,2009,4.05,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/crystal/2w66_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/crystal/2w66_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/crystal/2w66_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/boltz/2w66_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2w66/boltz/affinity_2w66_boltz2.json
3kwa,SPM,2.0,2010,4.08,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/crystal/3kwa_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/crystal/3kwa_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/crystal/3kwa_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/gnina/3kwa_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/gnina/score.sc
3kwa,SPM,2.0,2010,4.08,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/crystal/3kwa_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/crystal/3kwa_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/crystal/3kwa_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/rosetta/3kwa_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/rosetta/score.sc
3kwa,SPM,2.0,2010,4.08,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/crystal/3kwa_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/crystal/3kwa_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/crystal/3kwa_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/boltz/3kwa_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kwa/boltz/affinity_3kwa_boltz2.json
3g2n,OAK,2.1,2010,4.09,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/crystal/3g2n_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/crystal/3g2n_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/crystal/3g2n_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/gnina/3g2n_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/gnina/score.sc
3g2n,OAK,2.1,2010,4.09,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/crystal/3g2n_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/crystal/3g2n_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/crystal/3g2n_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/rosetta/3g2n_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/rosetta/score.sc
3g2n,OAK,2.1,2010,4.09,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/crystal/3g2n_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/crystal/3g2n_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/crystal/3g2n_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/boltz/3g2n_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2n/boltz/affinity_3g2n_boltz2.json
4cr9,OTW,1.7,2015,4.1,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/crystal/4cr9_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/crystal/4cr9_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/crystal/4cr9_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/gnina/4cr9_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/gnina/score.sc
4cr9,OTW,1.7,2015,4.1,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/crystal/4cr9_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/crystal/4cr9_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/crystal/4cr9_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/rosetta/4cr9_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/rosetta/score.sc
4cr9,OTW,1.7,2015,4.1,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/crystal/4cr9_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/crystal/4cr9_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/crystal/4cr9_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/boltz/4cr9_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4cr9/boltz/affinity_4cr9_boltz2.json
4ih5,12R,1.9,2013,4.11,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/crystal/4ih5_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/crystal/4ih5_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/crystal/4ih5_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/gnina/4ih5_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/gnina/score.sc
4ih5,12R,1.9,2013,4.11,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/crystal/4ih5_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/crystal/4ih5_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/crystal/4ih5_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/rosetta/4ih5_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/rosetta/score.sc
4ih5,12R,1.9,2013,4.11,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/crystal/4ih5_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/crystal/4ih5_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/crystal/4ih5_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/boltz/4ih5_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ih5/boltz/affinity_4ih5_boltz2.json
4de2,DN3,1.4,2012,4.12,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/crystal/4de2_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/crystal/4de2_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/crystal/4de2_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/gnina/4de2_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/gnina/score.sc
4de2,DN3,1.4,2012,4.12,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/crystal/4de2_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/crystal/4de2_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/crystal/4de2_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/rosetta/4de2_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/rosetta/score.sc
4de2,DN3,1.4,2012,4.12,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/crystal/4de2_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/crystal/4de2_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/crystal/4de2_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/boltz/4de2_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de2/boltz/affinity_4de2_boltz2.json
3ozt,OZZ,1.48,2011,4.13,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/crystal/3ozt_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/crystal/3ozt_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/crystal/3ozt_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/gnina/3ozt_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/gnina/score.sc
3ozt,OZZ,1.48,2011,4.13,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/crystal/3ozt_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/crystal/3ozt_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/crystal/3ozt_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/rosetta/3ozt_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/rosetta/score.sc
3ozt,OZZ,1.48,2011,4.13,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/crystal/3ozt_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/crystal/3ozt_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/crystal/3ozt_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/boltz/3ozt_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ozt/boltz/affinity_3ozt_boltz2.json
3f3a,TRP,2.0,2008,4.19,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/crystal/3f3a_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/crystal/3f3a_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/crystal/3f3a_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/gnina/3f3a_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/gnina/score.sc
3f3a,TRP,2.0,2008,4.19,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/crystal/3f3a_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/crystal/3f3a_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/crystal/3f3a_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/rosetta/3f3a_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/rosetta/score.sc
3f3a,TRP,2.0,2008,4.19,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/crystal/3f3a_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/crystal/3f3a_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/crystal/3f3a_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/boltz/3f3a_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3a/boltz/affinity_3f3a_boltz2.json
1a30,3-MER,2.0,1998,4.3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/crystal/1a30_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/crystal/1a30_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/crystal/1a30_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/gnina/1a30_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/gnina/score.sc
1a30,3-MER,2.0,1998,4.3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/crystal/1a30_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/crystal/1a30_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/crystal/1a30_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/rosetta/1a30_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/rosetta/score.sc
1a30,3-MER,2.0,1998,4.3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/crystal/1a30_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/crystal/1a30_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/crystal/1a30_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/boltz/1a30_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1a30/boltz/affinity_1a30_boltz2.json
3ivg,FG5,1.95,2009,4.3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/crystal/3ivg_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/crystal/3ivg_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/crystal/3ivg_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/gnina/3ivg_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/gnina/score.sc
3ivg,FG5,1.95,2009,4.3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/crystal/3ivg_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/crystal/3ivg_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/crystal/3ivg_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/rosetta/3ivg_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/rosetta/score.sc
3ivg,FG5,1.95,2009,4.3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/crystal/3ivg_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/crystal/3ivg_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/crystal/3ivg_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/boltz/3ivg_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ivg/boltz/affinity_3ivg_boltz2.json
3u9q,DKA,1.52,2011,4.38,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/crystal/3u9q_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/crystal/3u9q_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/crystal/3u9q_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/gnina/3u9q_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/gnina/score.sc
3u9q,DKA,1.52,2011,4.38,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/crystal/3u9q_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/crystal/3u9q_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/crystal/3u9q_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/rosetta/3u9q_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/rosetta/score.sc
3u9q,DKA,1.52,2011,4.38,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/crystal/3u9q_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/crystal/3u9q_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/crystal/3u9q_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/boltz/3u9q_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u9q/boltz/affinity_3u9q_boltz2.json
3rsx,RSV,2.48,2011,4.41,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/crystal/3rsx_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/crystal/3rsx_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/crystal/3rsx_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/gnina/3rsx_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/gnina/score.sc
3rsx,RSV,2.48,2011,4.41,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/crystal/3rsx_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/crystal/3rsx_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/crystal/3rsx_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/rosetta/3rsx_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/rosetta/score.sc
3rsx,RSV,2.48,2011,4.41,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/crystal/3rsx_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/crystal/3rsx_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/crystal/3rsx_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/boltz/3rsx_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3rsx/boltz/affinity_3rsx_boltz2.json
